person,Cantidad_De_Campaña
0e0679ba,3
0e080005,4
0e085e1a,1
0e08a403,1
0e08e1d1,2
0e0b4547,7
0e14d5c3,1
0e14eefa,7
0e16acfc,1
0e16d741,1
0e1986ba,4
0e1d7ee4,8
0e1f3b59,2
0e1ff7c6,3
0e204784,3
0e226c87,2
0e23b2a3,8
0e258167,6
0e295dfd,4
0e2bb2be,6
0e2dfb1d,32
0e2ff3b2,1
0e301774,5
0e31a854,1
0e33dc2a,5
0e33ea8a,1
0e35107b,1
0e35663d,5
0e362b6b,3
0e37ca14,11
0e383277,13
0e3c91a6,13
0e410ced,1
0e4227a0,1
0e43f95a,4
0e4687b8,1
0e4b3cc7,2
0e519460,6
0e532395,21
0e5571fe,5
0e570259,1
0e5b6c3c,6
0e5c5ee8,9
0e5d2067,2
0e5df472,2
0e6294a6,2
0e64c235,6
0e65ac2f,8
0e6852fb,1
0e6da2bd,3
0e6f79e1,8
0e738801,4
0e77a3a8,2
0e7854b4,14
0e79007c,4
0e7951ea,2
0e7ecc96,1
0e8091a8,3
0e80f262,7
0e865ade,1
0e86c215,1
0e873f64,1
0e9132a2,5
0e937d36,1
0e99af24,3
0e9bd02e,2
0e9c7a1f,5
0e9d0ae2,5
0e9effd8,12
0ea0c433,2
0ea26832,1
0ea34765,3
0ea39588,7
0ea56104,5
0ea76c79,3
0ea83176,2
0ead53ba,3
0eadc635,4
0eaebe2c,1
0eafc1be,1
0eafca96,1
0eb1161a,1
0eb4b5b8,1
0eb715ae,5
0eb95ecf,1
0ebb735b,5
0ebd6b81,11
0ebef275,2
0ec008ff,9
0ec10b2a,1
0ec167b9,1
0ec2cefe,1
0ec3748a,2
0ec7c2da,2
0ec82c43,3
0ec96f03,2
0ec9a7a3,5
0eca7ed3,31
0ece1108,1
0ecfca50,11
0ed38361,14
0edb27ef,2
0edd368a,2
0edd46e4,11
0edf4c51,3
0edf4cc5,1
0ee2cb99,123
0ee30f8a,3
0ee4ad13,2
0ee4c3de,9
0ee8446f,3
0ee8ea57,6
0eef038a,2
0ef0abaf,2
0ef0b96b,3
0ef4168f,19
0ef7f297,7
0efa4369,2
0efa6876,4
0efa95ca,2
0efa99c1,9
0efbfd42,5
0f013dcd,2
0f018135,3
0f067145,1
0f0d02e6,3
0f0e1c96,1
0f0e95a2,5
0f148a1d,22
0f168a63,1
0f16c676,5
0f18f196,16
0f19eafe,5
0f1f1f7b,1
0f1f23a4,4
0f1f714b,1
0f1fbf1b,3
0f21cd25,3
0f23b0c7,11
0f256de9,12
0f26479e,1
0f2d97d4,14
0f2e59a4,1
0f309405,3
0f312684,4
0f327bfd,1
0f337b7b,4
0f3734c6,6
0f38d53f,1
0f3aa415,1
0f3c3c47,1
0f3e24e6,5
0f400871,1
0f428318,7
0f42e113,3
0f4603d4,3
0f49538c,1
0f4c1d4c,7
0f4e2a4b,3
0f4e5325,3
0f4eb377,28
0f4ef484,2
0f4f1b93,7
0f4fd0ba,1
0f5076d0,1
0f50f280,5
0f5326d6,7
0f5394a4,10
0f5576b2,1
0f596c4c,7
0f5b9542,6
0f5c4ffd,1
0f5caeb3,16
0f5f3531,1
0f5f453f,1
0f61ce74,6
0f660f6e,2
0f6672f6,3
0f66bb8d,4
0f67b2ee,2
0f6b58f3,6
0f6c7452,1
0f6c8a17,5
0f6c95b0,10
0f70f631,7
0f728ecb,5
0f73a67c,5
0f73cf75,1
0f788a63,4
0f790d4b,6
0f7a6eb9,31
0f7e677e,2
0f824660,6
0f82e0bd,1
0f836fad,7
0f848d6a,2
0f856dbb,1
0f8adc16,2
0f8ec611,4
0f8f4d22,3
0f902c1c,20
0f90567b,2
0f943574,1
0f955fdf,2
0f9593b8,1
0f9e78a4,1
0f9fc484,1
0fa53195,3
0fab326a,1
0fad2e0e,2
0fae7d68,2
0fb0e13c,5
0fb2aab1,54
0fb43918,3
0fb906c2,6
0fbcb259,39
0fbf429b,13
0fc30759,12
0fc35fe5,1
0fc5f233,2
0fc68029,7
0fc848cd,2
0fd1005a,8
0fd5180c,6
0fd5f454,1
0fd7ba4a,14
0fd9e6a2,1
0fdddbbb,2
0fe15f2b,1
0fe1bad4,3
0fe5b0f4,4
0fe5d58d,1
0fe8e51e,7
0fe9f461,1
0fed7326,6
0fee480f,9
0ff0174a,14
0ff0c103,4
0ff3418a,2
0ff34fc1,1
0ff52214,1
0ff5ede1,3
0ff68696,1
0ff75b46,1
0ffda9c3,2
10015bdb,2
100171ff,2
1001ca01,1
1001fb81,10
1003b1b3,6
100fbe44,1
100ff712,7
1010bade,42
1012c423,1
1016c834,1
1018e030,3
101a9000,13
101bc5f6,1
101bddda,2
101c4c0e,3
101db800,2
101f783a,5
10206a98,1
102123b4,10
10275431,1
102a4edf,5
102b0d72,3
102c5ed5,18
102c7293,2
102e4526,4
102ebc85,4
102f402d,6
10313753,5
1032c6d2,7
1033c7f1,3
10343e96,60
103ad5ee,5
103e0f7d,84
103f8ba1,4
103fe4b6,1
104090c6,2
104496fc,4
104502b3,25
1045e19c,1
10460860,1
104c95db,5
104ea584,30
1052d5d5,1
105566dd,4
1055cca5,3
1056c482,1
105b9493,24
1060e3a4,4
1063951f,5
1063fd61,1
10649bed,1
1066f277,2
1069a550,4
106eb958,1
1070bca3,16
1071cce6,1
107402b6,3
1074bfe5,1
1076b06c,1
1078f63c,2
107a343d,2
107a4f68,2
107ae006,7
107ff817,1
10810d50,10
10810fed,2
1084b2e9,10
1086d0d7,3
1086d8f1,4
10871bbb,42
1087604c,1
10895fab,10
108a4ffa,2
108c813b,3
108fc620,2
10911693,3
10924060,20
10986c83,10
10987a63,12
109993c1,13
109f34eb,2
10a3e0a0,9
10a42267,8
10a596e5,1
10a6856d,5
10a6d24a,5
10a7bcf0,6
10a81b9e,1
10a8a597,1
10ab514a,2
10afcd22,1
10b0ae4e,4
10b4dcfb,3
10b74a5c,1
10b78449,17
10b898c3,7
10b92a6c,13
10b9b93a,1
10ba1481,3
10baf969,2
10bafefd,15
10bde223,7
10bdff16,22
10bea7df,9
10bf3d38,6
10c4a037,3
10c578c3,11
10c64654,1
10c67dc1,1
10c7c108,1
10c7d35d,1
10c9549f,8
10c9c105,2
10ce7929,9
10d19041,1
10d25ff5,1
10d5f40f,3
10d63e25,12
10d79571,19
10d8c304,2
10dba738,1
10dc5a57,2
10e20515,12
10e34c40,6
10e4cbea,5
10e74fd1,1
10e9600d,1
10eda78a,1
10edb246,1
10f4fbd6,5
10f73ec5,4
10fd5f90,3
10fff09e,5
11007ddf,1
1105e6e4,45
1106a492,1
11077937,2
110908b6,2
110a5d7b,4
110ead63,5
111792ad,5
111a0f98,2
111ac3c5,1
111acd1b,2
111d4242,1
111e1be6,2
111fa39a,6
11204f25,2
11210689,3
1125429b,1
11259db2,3
112846e0,5
112a5fef,6
112dc4d0,2
11310cbb,4
11310eda,1
11311a0d,2
1131cfaa,11
1136497b,5
11365865,1
11387a2a,2
113e002f,11
1141014e,1
114353ec,3
1143ae3a,1
114c595e,13
114c81fb,1
114f8401,1
115403f4,3
11545942,1
1155b90e,27
115ccf5d,5
115fba99,1
1160e288,2
116851fe,3
11694101,4
116d247b,3
11706c6b,1
11725733,10
117441a2,3
11767781,91
11792123,1
1179b63f,2
117d4f0c,7
117f259d,7
1182db3a,1
1183a567,2
1183ca45,1
11847ae5,4
118483a4,2
1187cd51,1
118dec59,1
11924dfe,19
11932e7d,11
11950603,1
11975640,2
119ad4aa,29
119b58c1,2
119baf88,5
119f118c,1
11a0d5b2,1
11a1a467,2
11a46fab,1
11a7010a,2
11aaf137,1
11b1d217,8
11b247a4,2
11b3a3b1,1
11b4e0fc,1
11b7024e,1
11b7c8b9,10
11bc7bbd,1
11bd9930,2
11be098f,1
11bfb1ea,17
11c30212,2
11c52734,4
11c8fde4,1
11cacb49,4
11cc6583,1
11d097ed,27
11d2a554,1
11d3b473,12
11d464f0,13
11d7273d,1
11db9e17,3
11dcdda1,1
11df841d,1
11dfd869,10
11e0e766,9
11e1bf8b,13
11e2f9b6,4
11e3fcc3,48
11e444ae,2
11e5da3e,3
11e6e60d,5
11e6fa50,5
11e7fbb4,3
11e8a164,9
11e96050,3
11eb4374,1
11eb4c0d,1
11ebd529,1
11ee8659,2
11f4112d,4
11f964d2,13
1201609e,1
12062c87,1
1208ed79,3
1209ce09,7
120c29d3,1
120d18a9,27
120d2e80,1
1210da5d,2
12112447,3
121478bc,1
121a5e73,3
121bdce1,11
121e1247,2
12224d10,4
12226507,8
1223e7d3,9
1227745f,1
122fca8b,2
1230801a,38
12331f89,5
1235e53a,1
12381f34,1
123848e4,3
123a3531,3
123e6920,2
123fde23,10
124016f7,1
12427ab2,1
124388b6,2
12450001,2
124538c0,1
1247bd8b,8
124bb6db,6
124f95e9,2
124ffbce,3
12511bec,5
12517ea7,3
12525a95,9
12529b31,12
12539c5e,3
1253f42a,2
1254aa9c,3
1256e9ef,2
1257e31a,7
125b4a32,1
125b5db6,7
125b90e2,1
125d4a36,7
1261a339,2
1264572d,1
126502e5,2
1267a6b0,4
126b5096,2
127018aa,3
12747dae,7
127560be,3
1277e67d,15
1278cdde,2
127943ec,3
1279bda8,3
1279eb7d,3
127b811f,1
127bdef1,4
127d042d,1
12810aa8,2
1282a6d3,29
1282c1fd,24
1285927f,7
12885efc,20
128951f4,9
128cdb86,3
12901e4c,1
129547ab,8
1297c787,6
12986e20,11
129e502f,10
12a1bc57,7
12a1f776,1
12a31ede,6
12a436e0,4
12a6a4cd,1
12aba4ee,1
12aca694,1
12adba6f,5
12b16a4c,5
12b41453,7
12bbd142,1
12bfaa56,2
12c2a6d4,1
12c2fb7b,5
12c99e0c,1
12cb57e5,8
12cd506e,2
12ce4099,4
12ce4507,10
12cfdb4c,14
12d1ca8e,1
12d1fef2,6
12d435c3,3
12d5f669,12
12d951ea,3
12db1140,1
12dd30fe,3
12de4d23,1
12dfed2b,1
12e33d8f,4
12e34e2a,3
12eb49ed,49
12ebc9a7,14
12ec13f2,5
12f0c044,3
12f1b8ce,5
12f2e735,1
12f6c689,3
12f9ba02,7
12fa13a4,13
12fc62eb,4
12fd1087,9
12fd8a94,1
13011acd,1
13051a4b,4
130596cb,1
13068c75,42
1308e947,1
130b5f33,2
130c9d59,4
130e8e5c,2
1314eb7d,4
1316a3d4,7
13197c88,15
1319ca13,8
131ce9da,4
131d32de,1
132021a6,5
1321c62f,9
1329ee05,3
132ad7d2,2
132f1394,1
132f5ea5,2
13306012,5
1339cd9c,4
133d0ef9,13
133eab71,18
133eefbf,9
133f928b,1
13430d03,2
13433d81,4
1344d71d,2
134a6251,2
134a6770,13
134c4aaf,1
134cc999,18
134eb081,6
1350f530,1
13587a1e,2
1358fec9,7
1359f500,1
135b27b1,7
135ff53c,45
13676e7b,8
136788ab,1
13689ef2,2
13698a29,12
136c6d07,1
137372d8,1
137556ca,2
1375eece,4
13779958,1
1379b920,9
137a42b8,2
137b7539,1
137b7e13,9
137dadc6,4
137eae7a,4
137f7519,5
13807d38,3
13809e1d,26
1382be37,4
13849bad,3
13862626,1
13887ea8,4
138bdb41,1
138cdba6,3
1390f1a7,39
13911f9d,70
139342c9,1
1393d243,1
139413d1,10
1396ab7e,5
1397bfaa,6
1398807b,3
139b1402,5
13a3a89b,1
13a77802,22
13a813c1,13
13a92035,2
13ab1606,3
13ab9f13,2
13add7fa,36
13af73ed,1
13b0c056,3
13b1a37a,4
13b384e6,5
13b585a9,3
13b62b0b,5
13b74a0a,2
13bc6fbd,31
13bcd577,4
13bd3327,6
13bd8994,1
13be7958,1
13bf9db2,5
13c1b0bc,2
13c34689,7
13c43d7a,3
13c53387,4
13c867e9,3
13c9f301,19
13cab877,2
13cd8455,3
13cdba8c,1
13d06a0e,1
13d08bf1,1
13d219a4,4
13d32aad,3
13d36660,3
13d5c38a,1
13d7772f,3
13dabe9c,12
13dc1b0a,1
13dce5e6,1
13e3f812,4
13e693ec,3
13e69b99,14
13ebb23c,3
13ed5ef7,3
13ed7e9f,3
13f6bffd,2
13f9b129,2
13fa4d17,2
13fb0b13,6
13fcda36,28
1400e856,4
14035333,1
14049e33,12
140942ef,5
140cf28f,3
140d5be2,3
140e4567,3
14133336,31
14180b15,2
141bdcf7,1
141c1419,4
141c6c12,1
141ec20e,12
141f14cf,8
1420e66c,4
14236e1a,1
142378bf,1
1423a5b6,3
142440ff,14
1427c16a,1
1428939e,7
142a5255,3
142bbc63,1
142c4c5d,9
142ee76e,5
1432476a,5
14329314,3
14330083,1
1433e8d6,1
1434c205,1
14372bb7,2
14388b9d,5
14391000,1
143c958f,3
143d259a,1
143daf19,5
143e5ad8,3
144305f1,5
14442e02,1
1444eb56,107
144684eb,1
1449a617,9
144b9dbe,1
1450394f,2
1454d8b1,3
1455cb57,15
14564ac1,3
145786f1,2
1458da47,3
1458e197,1
145c074c,13
145db8d5,2
145e08fa,1
145e8517,1
145fc7c1,3
14603996,31
14609f3c,12
1460e90f,7
14625960,2
1463a232,34
146d6625,1
146d9687,5
146fe352,3
147192f9,2
147437b1,1
14786092,1
1478fe6f,1
147ede28,1
147ff611,5
148165b8,1
148483a2,8
148824a9,2
148ce80b,10
148da13f,7
148e6056,3
148ed4ab,3
14906419,2
1491307b,4
14987410,6
1498b979,1
149d7830,1
149e2ab3,9
14a041b1,2
14a0adf2,1
14a17016,2
14a27943,6
14ab2d88,21
14abd6f7,1
14ac9a7a,6
14adeeb6,1
14b3f828,1
14b6ab24,3
14b6c362,10
14b7f0ba,5
14ba67bf,3
14bb45b2,11
14bed403,4
14c1c2f9,4
14c43bb8,2
14c470a9,1
14c48dd4,9
14c5e5d6,1
14cae6f7,1
14cbdccf,1
14ccdf7e,16
14d40cd3,2
14d48875,1
14d746e3,4
14db5ee5,3
14dc1d45,1
14ddc0c0,1
14e1a1d2,4
14e56345,1
14e71c4a,1
14e8a4e4,5
14ecd212,59
14f0db85,2
14f63712,3
14f8b621,1
14fa4e6b,6
14fb3669,1
14fd0b3c,7
1500b1d7,1
15018eb5,1
1501db22,1
15021e2e,3
1502b35a,3
15038b7c,21
15051962,5
1508424b,6
1508fb97,22
150b08ea,1
150d41f6,3
150dfa29,10
151023d2,21
1512008a,19
15121ebe,6
1512cf56,1
15135e58,6
15146556,3
151626ea,7
15184381,1
151d20bb,12
151e83f1,4
1520f8cf,1
152312a5,49
15252ed1,2
1527d159,5
1528caf1,2
152d0f04,1
152d9ee1,3
152de390,3
152f099c,61
152fad59,19
15314cda,10
153264df,1
15339493,12
15344c67,6
15371e31,6
15378f69,1
1539fb57,7
153ad25c,1
153b8d51,2
153e4972,3
15402892,2
1540855b,1
154295df,2
1544621e,1
1547f96a,9
154a12cb,4
154ed444,3
1554dda0,1
15553b98,7
155ad7a7,1
155b32a9,4
155b689a,1
155c89fe,4
155cf398,1
155edf01,5
156017af,1
15609803,1
1563e01c,1
15653aac,4
156558a3,3
1565bdb6,2
1566cc6e,5
15696a58,1
1569fade,5
156e14f5,4
157182dd,1
1576790c,2
15789df4,3
1579294d,1
157b0c17,1
157b5f88,3
157ceb29,2
15816667,3
1582af5b,3
1586dd04,1
158ac2d9,3
158db2ea,3
158ebc3b,47
158efe1b,1
158f89b2,5
158fb93c,2
159015d2,1
15910415,1
15918857,3
1591e04e,2
15923935,7
1595bf50,4
159798c0,2
1597eb84,1
15996f22,2
159980fe,2
159a4a1b,4
159af54e,4
159c9af8,54
159d969c,1
15a387cc,13
15a3918a,4
15a3a249,1
15a42c52,2
15a4c5e4,2
15a68aba,1
15a7327c,1
15a77fe2,1
15a97b2b,2
15aa2fa1,3
15aa98cc,1
15ad77ac,1
15b095ec,2
15b26774,9
15b39011,10
15b71344,3
15b8298d,6
15bcbf6e,2
15bdb4fe,24
15be2d88,3
15bf8430,4
15c4d097,8
15c6cfb1,2
15c6f544,1
15c94a3e,10
15c99b91,7
15ca130e,22
15ca67ea,1
15cb8c7f,1
15d0c7ef,1
15d3899e,5
15d7a3bf,1
15dd64f8,1
15de4f10,6
15df3d2e,2
15e1b852,1
15e75325,1
15e804cc,6
15e9bb3b,6
15ea8012,7
15ec8da6,2
15ed28c8,10
15f1131a,4
15f20fd5,1
15f57ff0,1
15f5d488,9
15f92844,1
15fa2c63,2
15fbfbaa,1
15fc0d34,4
15fcd3fe,1
15fce93c,1
15fe3f67,1
15ff7bb9,3
16004086,3
1600863a,7
16068469,2
16078864,21
16089c5e,3
16093ad9,3
160a8a01,67
160b86b0,2
160bd7bb,1
160f3acb,4
160f6790,1
160fcfa0,35
160ff3ae,1
16116d87,33
1614cd7a,5
161827c1,2
161c1a0a,1
161ca1e9,1
161d6f21,9
161e6408,14
16240ed7,7
16242974,2
16298d5f,1
162c0bea,4
162dcf46,1
1630bd1c,3
163180de,2
1631b118,2
163286f4,1
16370c68,1
163838f6,1
163b03ba,1
163b0479,7
1640c172,1
16426a08,4
16456376,2
1646735f,1
164843c3,9
164b5b3a,1
164d9c40,1
164dae47,7
164fa3da,24
164fc99d,1
164fe220,15
1651493d,4
1654697f,3
165a5bed,3
165b8c0e,3
165baef0,6
16608679,3
1661d9f9,6
16629059,2
16631198,1
1667e54b,2
166a19f7,8
166b4519,3
166bf528,16
166de534,10
166f19e2,1
1670528f,6
1671974a,3
1676e1fd,2
1678f546,12
167a0f56,3
167d2c3c,3
167d49bc,1
167ea21d,1
167f05cb,4
16826633,1
168667c9,4
168871d5,1
168ccb5e,4
168d92b0,2
168eb350,2
168ec5be,2
16901728,12
169956b0,305
169d9534,4
16a20158,7
16a27ca9,1
16a36d4c,22
16a63ce1,2
16a68821,2
16a9bc6a,2
16aa53a8,5
16ab6c38,2
16abf036,8
16ac1e3e,3
16aec70b,1
16aeeb9c,7
16afcf2f,1
16b016b7,1
16b0f5bb,1
16b182d7,18
16b7ed42,1
16b88e6a,14
16b8baba,1
16b95965,1
16bcc57d,5
16be8213,3
16beef56,2
16c07417,1
16c077f4,1
16c08c9a,1
16c3a824,2
16c7826d,1
16c977ee,2
16ca89f1,6
16cb45c1,1
16cbc45b,5
16cc4c22,2
16cd15dc,2
16ce414c,13
16d0e27d,6
16d229c1,6
16d284c9,4
16d2daae,6
16d3ff63,3
16d494cd,4
16d8a2d0,2
16d8c2b9,5
16d99d33,2
16dab71b,14
16ddbb24,2
16e04fab,2
16e60161,3
16e8b186,14
16ed1447,6
16edc481,1
16ef414a,3
16ef647b,1
16ef9f73,9
16f12a89,4
16f704ae,3
16f9d2df,2
16fa761a,32
16fad36a,58
16fdb748,2
16fe7a20,11
16ff2843,6
16ff970c,5
1701df54,5
17071ac1,1
170b5fbd,4
171026ee,3
17150123,24
17176643,26
171b3dd9,4
171b42b3,7
171cd331,21
171d176f,1
171e75cb,30
171e842a,3
1721aa09,1
1721b079,2
1721d25f,2
17277af2,13
172ab2c3,3
17347527,1
17384a0c,9
173b63e3,1
173e1ae9,34
173e461e,1
173eb920,8
1740b257,1
1740ebef,1
1740ff86,9
174224b8,2
17423722,10
1743b781,4
1744d596,3
1745d8ad,2
17467ca7,23
17472af0,1
17473a9b,4
174806f2,3
174a7d37,2
174ad67b,3
174bbe75,1
174c5832,1
174dbf15,2
174e0c83,2
174eaa86,1
17579b9d,4
17586ad6,2
175bde18,4
175d5b0c,24
175daf23,5
17638b36,13
176702df,4
17670eba,1
17684952,5
176b9a55,7
176c52e0,8
176c9340,1
176ccd75,9
17709101,2
1771e390,2
1775007b,12
1775ba85,189
1776054f,4
177bc00b,8
177f1298,11
177f55c0,1
177f5ace,11
177fdc08,22
17867b73,1
1789933b,1
1796f076,1
179720f1,2
179851b0,29
179e5106,13
179e6beb,6
179f3647,2
17a30c01,12
17a566be,6
17a66177,2
17aacb23,4
17aeef5e,4
17af99ce,7
17b02b50,1
17b383b5,3
17b43aef,22
17b54385,3
17b65b04,1
17b858f9,3
17b86856,19
17ba131f,14
17c0fad8,12
17c136c4,3
17c183c9,17
17c3dd3e,3
17c7afe8,2
17ca0a7e,1
17ca3e6b,21
17ca5ad7,32
17ce81a2,1
17d0385c,2
17d26511,3
17d6148b,1
17d77bfa,1
17d877ae,1
17d914b5,4
17d95227,1
17da4f76,5
17da8b3f,3
17dc7cfc,2
17de3727,2
17de72cb,8
17df93f7,4
17dfaf4f,6
17dffddb,9
17e48f99,2
17e6877e,3
17e798e6,2
17e9c127,10
17ed0f58,18
17edee30,2
17ef38cd,4
17ef5877,4
17f23cce,2
17f2b5c1,3
17f88166,2
17fa8bfa,1
17fb49f4,2
17fcb5d1,7
17fcdc67,1
17fe110d,3
17ff8ad8,1
180049c9,1
180200a4,1
1803b566,3
1805a37c,1
1805bee7,1
1809afb2,1
180ad32c,17
180bb7c5,2
180cd405,2
180eed72,1
180f0764,2
1812d821,9
1815738a,3
1818e27d,2
1818fc1c,9
181a6d08,3
181bc413,11
181cfff7,3
181e84f2,1
18213311,1
18242ae9,3
1826e40f,1
18271e21,3
18285904,11
182a9df7,2
182c40b7,6
182d39ed,5
182e62a1,3
182fd462,1
18335bf0,21
18351296,9
1836c63e,1
183e27bc,2
183f513a,23
18417636,4
18431968,1
18457bb1,1
18475177,10
18489dd5,25
1848e8cf,7
184b704e,9
184ba2a0,1
184dc8d0,1
184e3ddd,1
184e7629,1
18545d76,1
185658cb,1
18578c15,1
18594cce,29
185b5b21,3
185bdca6,1
185bfa26,4
185c3488,1
185cc1ea,4
185eb874,13
18617df6,1
1864e104,6
1865157c,1
1866b2b1,1
18677734,6
18682e7e,5
18694001,2
186d1072,2
186deb7a,1
186e7640,8
1872ba51,1
1873773e,2
1877c942,5
187d7995,10
187e19a3,1
18804670,1
1881d0d9,10
18836593,8
1884b46d,2
18866a2e,23
188aa475,5
188e4bd3,1
18922860,1
18923633,14
1892cb80,1
189468a2,2
1894bb0d,2
1896e39a,1
189ef446,3
18a185e1,1
18a1de79,7
18a28031,7
18a4c4db,1
18a6325b,1
18a670a9,1
18a737c8,4
18a74213,4
18a8481e,1
18aa0e54,1
18ac5796,1
18ad1f7c,4
18af2e56,2
18afeaf8,24
18b160bb,4
18b36f7d,4
18b65757,1
18b81745,2
18b908a5,18
18bb0758,3
18bbc35a,25
18bf8f3e,1
18bff540,4
18c017aa,9
18c09d85,3
18c22471,1
18c3bf8c,11
18c6d6fe,5
18c6fc3e,2
18cc2932,2
18cec357,6
18d576ae,1
18d5a882,1
18d7d90f,9
18d827be,1
18d883d8,2
18db2af5,10
18e34551,5
18e91628,6
18e93fd5,2
18eae5b1,8
18eb43b0,1
18eb514d,1
18ebadf0,37
18ecbd43,17
18ee7370,2
18ef7e13,6
18f21e26,1
18f2318a,46
18f28620,12
18f38bdc,3
18f39a0c,1
18f65d0b,4
18f72194,1
18fa491c,13
18fbb2c3,3
19009af4,3
19023bc9,7
19049826,3
1906223e,3
19065c8c,3
1906b125,1
19072e65,6
19078bd4,3
19084cce,18
190a7e66,2
190b1ebc,3
190dbdee,7
190f9a00,1
1910383a,5
1910c8db,3
1914d2c4,8
191a81d4,1
191fc250,2
1921c53d,1
1924169c,3
1927a88d,18
192d8d8f,3
192e7522,1
192e84d1,22
192f6825,7
19313863,1
19352019,2
1935d02d,54
1937d26f,1
19388c78,20
193f9460,4
194282e8,1
19449dc6,7
1944ef1e,2
194c67d5,3
195762ac,14
195b8af1,4
195dafaf,16
1961d615,1
196292f4,2
1965d791,23
196a0657,1
196e3c43,29
196fa4e4,11
196fe7a8,2
19713bd2,1
19731c9d,33
19750fed,2
19761232,2
1976ec14,1
197832d7,1
1978e8a5,15
1978edfa,1
197a619e,2
197cc246,4
197f5bb1,1
1983a9a0,1
19863427,7
1986c65a,1
19876c5b,13
198a5347,3
198b8815,2
198be4d2,2
198c1b1a,2
198d967e,1
1993bd69,1
1994f5d7,3
1997e0b4,3
1998824e,1
19988c86,2
1998d1d8,1
19993325,3
199cf3c4,11
199f3573,1
199f6914,1
19a10747,1
19a408f1,10
19a58f4e,2
19ab3bfd,2
19ad16f0,3
19b061db,2
19b0c189,3
19b13da0,2
19b1e66c,1
19b22277,1
19b45179,1
19b64561,1
19b77afe,10
19b9019c,1
19be375f,1
19bed1d7,34
19c20327,2
19c4c4dd,2
19c81375,1
19c94e0b,49
19ca7061,5
19cc6d86,1
19ccba53,5
19cde3ee,2
19d3a268,13
19ddeb67,1
19de7639,2
19e2dc15,4
19e355cc,6
19e5bd06,1
19e5e4e5,1
19eb1e02,5
19ed4344,4
19ee08b6,3
19faf3af,1
19fc4e77,2
19fd4b87,1
1a01ee85,5
1a033b91,5
1a0a0999,11
1a0f4edd,4
1a1282d9,2
1a1593ec,1
1a16f57e,5
1a1a16f8,2
1a1b10d4,2
1a1d5aa0,2
1a1e6942,4
1a22550d,2
1a260aa4,6
1a2616d7,2
1a275de2,1
1a282f14,3
1a2e3e29,4
1a31e02c,2
1a335de0,1
1a3424c2,1
1a3b199e,1
1a3bbb33,5
1a3bf2d4,3
1a3c6d9d,5
1a3ce8d3,9
1a3fba2f,6
1a408d93,40
1a40f30a,5
1a426f5d,2
1a4939c6,3
1a4c1ad6,3
1a4c9f43,5
1a4f75ec,2
1a5747aa,3
1a5ab927,1
1a626ba2,1
1a62b54d,1
1a62dd70,2
1a6498ed,5
1a67d3a5,1
1a683f51,3
1a684dec,62
1a68c85b,6
1a694e3c,10
1a69c28f,2
1a69fbfb,2
1a6a250a,1
1a6bcf42,2
1a6c063d,7
1a6cce09,2
1a7083c9,5
1a74c811,1
1a769a56,23
1a7a1936,1
1a7e1231,1
1a806278,1
1a80dd97,13
1a816413,6
1a82afdf,1
1a831113,1
1a85a656,3
1a85c973,4
1a863ace,2
1a87dc9f,3
1a898f43,2
1a8add83,7
1a8c9f91,11
1a8f3e6d,14
1a913457,10
1a92ca14,1
1a92f5b1,1
1a94678a,2
1a94eda7,2
1a979332,1
1a9913c9,1
1a9a4d22,4
1a9f4fea,12
1aa327dd,3
1aa6b403,5
1aa6b5f9,1
1aa9a72d,1
1aaca936,9
1aaed8de,37
1ab05f3d,1
1ab253b3,1
1ab2a6c1,1
1ab2ab7f,10
1ab85eca,1
1ab95a66,2
1abff5d5,98
1ac07299,2
1ac4e5f5,1
1ac683c2,11
1ac88591,4
1ac9e77c,1
1acd06aa,26
1ad61b78,2
1ad769bf,1
1ad85599,3
1ad90875,19
1ad9e122,7
1ada03ba,2
1adba253,3
1adea052,1
1adfcf57,4
1adfe7b8,3
1aedf1c0,1
1aeea369,5
1af1a142,1
1af2fba9,1
1af4db40,1
1af569ff,1
1afd68d1,5
1afddad6,1
1aff704e,11
1affa69c,13
1b015f6a,2
1b0736aa,2
1b0ec4ec,21
1b119382,1
1b15260a,1
1b169dc8,5
1b183181,1
1b19ab63,7
1b1ada21,2
1b1c0d77,1
1b1c8b65,3
1b1e18f3,2
1b23a985,5
1b2414b3,11
1b2782ba,1
1b28488b,3
1b2a63f9,1
1b2b8210,1
1b2d3e31,9
1b2f9e9a,2
1b2fc158,5
1b326b58,5
1b328932,13
1b33076e,1
1b330f83,1
1b34ef74,1
1b373281,83
1b37f68f,2
1b384b8d,9
1b38d6e6,5
1b3988a7,15
1b39b55b,1
1b39c6db,7
1b3c4385,1
1b3c4f5c,1
1b3d1a0f,1
1b3df612,1
1b3e2268,1
1b3f7f10,5
1b40a753,2
1b420f2d,1
1b423928,2
1b431a4b,5
1b493e2d,2
1b4cc711,4
1b5055b8,3
1b51506e,1
1b51992b,4
1b534286,1
1b54d657,4
1b57970a,1
1b58fdc3,1
1b59ca78,7
1b5ad62b,1
1b5b18d4,1
1b5c5c85,1
1b5ce198,1
1b5e5be7,6
1b5f832e,2
1b5fde41,2
1b621d31,28
1b646fff,1
1b649af9,13
1b6a1af7,2
1b6b5e0f,11
1b6dcd58,4
1b71927c,11
1b743501,2
1b767a9f,1
1b7918eb,1
1b7a7d63,2
