person,cant_ev_ad_campaign_hit,cant_ev_brand_listing,cant_ev_checkout,cant_ev_conversion,cant_ev_generic_listing,cant_ev_lead,cant_ev_search_engine_hit,cant_ev_searched_products,cant_ev_staticpage,cant_ev_viewed_product,cant_ev_visited_site
01f20b0a,0.0,13.0,2.0,0.0,21.0,0.0,0.0,5.0,0.0,140.0,20.0
01f2283b,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
01f24fc9,22.0,13.0,4.0,0.0,10.0,0.0,1.0,0.0,1.0,142.0,17.0
01f38aae,2.0,12.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,30.0,7.0
01f68b1f,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
01f8fa5b,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,1.0
01fcd7ca,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
01fe7232,1.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,24.0,1.0
01fee5bd,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
01ffa003,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,1.0
01ffc611,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
02005e21,2.0,10.0,1.0,1.0,8.0,0.0,3.0,0.0,0.0,14.0,11.0
0202e763,11.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0,0.0,128.0,9.0
0204dcec,3.0,0.0,1.0,0.0,7.0,0.0,0.0,7.0,2.0,16.0,2.0
0205d5c1,6.0,0.0,2.0,0.0,6.0,0.0,6.0,26.0,0.0,20.0,7.0
020b50dc,11.0,7.0,1.0,0.0,4.0,0.0,5.0,5.0,0.0,53.0,5.0
020ca6bf,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0
02103564,50.0,9.0,3.0,0.0,35.0,0.0,6.0,7.0,4.0,497.0,44.0
0211b4be,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0211eed9,27.0,0.0,15.0,1.0,15.0,0.0,8.0,5.0,3.0,48.0,17.0
021b35b5,0.0,8.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,15.0,1.0
021e1312,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
021ececb,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,1.0
021f11c8,2.0,15.0,2.0,0.0,22.0,0.0,1.0,5.0,0.0,56.0,12.0
02208eb6,3.0,3.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,11.0,3.0
0222570f,17.0,5.0,1.0,0.0,14.0,0.0,16.0,8.0,0.0,9.0,9.0
022260de,2.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,13.0,4.0
0222a169,4.0,20.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,12.0,3.0
02238440,1.0,12.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,16.0,1.0
0224b8b0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0225aa7c,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0
0225de65,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0
02274195,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0
0227ae9b,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
02285678,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0
0228b475,6.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,9.0,4.0
0228c93a,1.0,3.0,5.0,0.0,8.0,0.0,1.0,0.0,5.0,56.0,8.0
02298b4a,6.0,7.0,3.0,0.0,2.0,0.0,7.0,0.0,8.0,22.0,7.0
022b69a7,30.0,43.0,2.0,0.0,9.0,0.0,2.0,4.0,11.0,187.0,30.0
022bd951,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
022c05dd,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,2.0
022c083c,4.0,6.0,2.0,0.0,14.0,0.0,6.0,1.0,1.0,332.0,20.0
022ca64b,64.0,7.0,4.0,0.0,58.0,0.0,18.0,6.0,0.0,255.0,56.0
023039b3,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,37.0,4.0
023215f7,3.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,32.0,2.0
0233c7ed,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,1.0
0234045a,3.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,19.0,3.0
0234e8f5,1.0,0.0,1.0,0.0,5.0,0.0,1.0,19.0,0.0,16.0,2.0
0234f3d7,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0
023581f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0235896a,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,28.0,1.0
02363ce4,0.0,9.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,14.0,1.0
023e49e4,5.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,8.0,4.0
023fafbb,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
02417ee2,3.0,17.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,30.0,4.0
0244969f,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0
02452978,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,7.0,4.0
0246242b,4.0,13.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,58.0,7.0
0247c9fc,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0
024803ab,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,7.0,1.0
02481958,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
02496e75,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,3.0,1.0
024b9c24,8.0,199.0,2.0,0.0,2.0,0.0,3.0,23.0,2.0,56.0,15.0
024ceac4,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0
024ffb9b,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
0256b30a,4.0,38.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,67.0,4.0
0256c879,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
0256dfc5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
025e1ccc,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,9.0,2.0
02603929,0.0,2.0,1.0,0.0,3.0,0.0,0.0,18.0,0.0,12.0,1.0
02633ebf,0.0,8.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,3.0
02648ca1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,6.0,1.0
02694196,4.0,3.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,25.0,4.0
026b4007,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
026b66ef,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0270a59f,21.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,19.0
027870af,15.0,7.0,4.0,1.0,11.0,0.0,0.0,11.0,0.0,44.0,36.0
0279a6c7,2.0,2.0,4.0,0.0,4.0,0.0,6.0,4.0,4.0,17.0,7.0
027b809f,3.0,0.0,1.0,1.0,5.0,0.0,5.0,16.0,1.0,9.0,3.0
027cb5c9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0
027e9637,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0
0280a93d,1.0,1.0,10.0,32.0,8.0,0.0,19.0,3.0,9.0,61.0,37.0
02875920,3.0,3.0,0.0,0.0,1.0,0.0,4.0,6.0,1.0,7.0,4.0
0287661f,23.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,30.0,10.0
02878a11,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0
028d0864,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
028ed1ae,4.0,12.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,36.0,3.0
028f05c4,3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,2.0
02973cb9,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0
0297fc1e,29.0,4.0,7.0,0.0,21.0,1.0,0.0,6.0,0.0,404.0,95.0
029889eb,19.0,4.0,5.0,1.0,3.0,1.0,4.0,0.0,0.0,20.0,8.0
0299c90c,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
029a5c8b,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
029e25de,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0
029e5749,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
02a11379,3.0,0.0,14.0,0.0,7.0,0.0,7.0,3.0,0.0,35.0,3.0
02a14ee3,2.0,20.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,15.0,6.0
02a510fe,0.0,7.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,5.0,1.0
02a6d3ac,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
02a6da92,30.0,0.0,5.0,0.0,10.0,0.0,20.0,31.0,0.0,94.0,27.0
02a72984,12.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,11.0,1.0
02a88a33,2.0,0.0,1.0,0.0,5.0,0.0,2.0,4.0,0.0,27.0,3.0
02a9fd4c,0.0,0.0,3.0,1.0,8.0,0.0,0.0,2.0,0.0,11.0,7.0
02aa0266,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
02aa734f,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0
02aa83c1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
02aaf943,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
02ac4fca,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
02b02d37,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
02b0cd5c,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,2.0
02b10e44,2.0,8.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,22.0,2.0
02b13444,3.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,0.0,5.0,1.0
02b51109,2.0,29.0,5.0,0.0,2.0,0.0,2.0,3.0,0.0,44.0,4.0
02b8d9d5,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,10.0,2.0
02ba6bb6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0
02ba82a5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02bda531,11.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,5.0
02bf0143,5.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,31.0,5.0
02c2eb63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
02c30caa,5.0,0.0,2.0,1.0,4.0,0.0,4.0,7.0,2.0,7.0,17.0
02c3960c,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
02c66b97,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0
02c73278,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0
02c9e5c7,1.0,85.0,1.0,0.0,2.0,0.0,2.0,10.0,0.0,78.0,2.0
02c9f7a6,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0
02ce5246,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
02cec30a,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
02d1f846,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
02d42846,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,1.0
02d80cb2,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0
02d90731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
02d93f65,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,3.0
02dbbcba,3.0,17.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,11.0,3.0
02dd38ce,13.0,31.0,6.0,1.0,55.0,0.0,21.0,26.0,7.0,262.0,57.0
02de19f7,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0
02e0a3c2,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,26.0,1.0
02e1a150,2.0,10.0,1.0,0.0,5.0,0.0,2.0,6.0,0.0,16.0,3.0
02e465f4,9.0,19.0,1.0,1.0,6.0,0.0,2.0,7.0,0.0,139.0,16.0
02e59a44,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,3.0
02e5a11c,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0
02e65ce8,0.0,1.0,1.0,0.0,8.0,0.0,4.0,22.0,0.0,56.0,6.0
02e72974,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0
02e7d329,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,10.0,1.0
02ea26c5,2.0,5.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,7.0,1.0
02eb0a9e,4.0,13.0,3.0,0.0,6.0,0.0,3.0,3.0,3.0,31.0,1.0
02ec2f23,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,12.0,2.0
02ecd2d2,2.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,24.0,4.0
02ecfb15,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02eefc32,7.0,0.0,1.0,0.0,6.0,0.0,3.0,2.0,0.0,5.0,2.0
02f01ea9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,11.0,1.0
02f0635f,5.0,58.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,53.0,6.0
02f14240,523.0,9.0,13.0,0.0,470.0,0.0,6.0,14.0,10.0,459.0,294.0
02f2b7b1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0
02f578dc,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1.0
02f5c581,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,11.0,3.0
02f792fc,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0
02f82b20,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0
02fb0b61,2.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,5.0,2.0
02fb0bea,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0
02fb1a77,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0
02fc0bf8,12.0,11.0,16.0,1.0,40.0,0.0,27.0,0.0,19.0,134.0,38.0
02fe14e6,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0
02ff33f4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
030071f1,5.0,1.0,1.0,0.0,7.0,0.0,3.0,6.0,0.0,27.0,5.0
03020198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,4.0
03042e4a,3.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0
03066c47,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
030712a0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0
0307f75d,19.0,3.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,56.0,15.0
030c5d84,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
030c803c,1.0,5.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,155.0,8.0
030cdb09,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,40.0,3.0
03100f48,15.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,51.0,10.0
0310a8cd,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
03110d1d,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0311c318,6.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,9.0,6.0
031481a2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0318fd8d,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0
031bee81,4.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,2.0
031e80e3,3.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,2.0,2.0
031ee7cc,9.0,9.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,13.0,1.0
031fcae5,1.0,28.0,4.0,0.0,28.0,0.0,2.0,1.0,3.0,276.0,29.0
0321ecd6,5.0,15.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,34.0,9.0
03264a2e,0.0,4.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,6.0,3.0
0328af6d,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0
032a13f5,3.0,6.0,4.0,2.0,5.0,0.0,5.0,0.0,5.0,21.0,3.0
032c90dd,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
032eb0b8,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,56.0,1.0
032ecde2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
032fb2c8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
03302054,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,26.0,1.0
0330b185,0.0,29.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,60.0,3.0
0332afbe,1.0,0.0,4.0,0.0,1.0,0.0,3.0,5.0,0.0,3.0,3.0
0337d5ce,3.0,4.0,2.0,1.0,9.0,0.0,7.0,12.0,1.0,205.0,28.0
0338a1ea,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0
03413393,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
0341c285,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0
0341e2a2,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,31.0,15.0
03421604,5.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0
0343534b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03439225,44.0,50.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,178.0,65.0
03490d00,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0
034ab8b8,3.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,4.0
034aee83,1.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,3.0
034e4f2f,0.0,8.0,3.0,3.0,16.0,0.0,0.0,8.0,0.0,71.0,14.0
034ec132,5.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0
034fbc8a,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0352d9b3,1.0,11.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,21.0,4.0
03533e4f,7.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,27.0,4.0
0353af22,50.0,39.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,58.0,27.0
035626f1,4.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0
0357a791,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,2.0
035be698,0.0,4.0,1.0,0.0,12.0,0.0,5.0,1.0,0.0,22.0,8.0
035c9c3c,7.0,16.0,3.0,1.0,4.0,0.0,2.0,4.0,2.0,17.0,6.0
035ff4f3,17.0,0.0,2.0,0.0,7.0,0.0,20.0,1.0,0.0,33.0,7.0
03630617,2.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0
03631044,1.0,0.0,2.0,0.0,1.0,0.0,0.0,14.0,0.0,8.0,1.0
03654863,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,2.0
036647bb,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0
03665977,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,8.0,1.0
0366a065,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0
0368b777,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0
036cdf5a,2.0,0.0,3.0,0.0,8.0,0.0,3.0,4.0,1.0,7.0,5.0
036d3644,0.0,4.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,51.0,4.0
03739332,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
03754d73,7.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,7.0
03759a7b,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
0378916d,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
037a2f9e,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,5.0
037b36f8,9.0,8.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,8.0,3.0
037bf2d2,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,18.0,4.0
037c8a2b,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0
037f094d,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,101.0,1.0
037f3cec,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,9.0
0382adc4,31.0,2.0,1.0,0.0,5.0,0.0,4.0,7.0,0.0,85.0,12.0
03836d05,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,1.0
03841432,5.0,14.0,1.0,1.0,12.0,0.0,0.0,2.0,0.0,19.0,7.0
0384b2bd,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0384dbbf,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
038d2328,10.0,7.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,16.0,4.0
038e3cd5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0391da64,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
0393253c,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
03978515,10.0,14.0,2.0,0.0,14.0,0.0,13.0,13.0,0.0,10.0,5.0
039a1fa7,1.0,4.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,515.0,7.0
039c02c5,3.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,5.0,3.0
039ccd71,11.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,3.0
039d87dc,12.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,50.0,5.0
039fe371,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,1.0
03a07318,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
03a0d815,0.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,3.0
03a11e22,9.0,2.0,2.0,0.0,4.0,0.0,7.0,5.0,1.0,496.0,8.0
03a1b4d1,3.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,7.0,2.0
03a5acfb,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,13.0,2.0
03a67237,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0
03a67b1c,3.0,21.0,1.0,0.0,9.0,0.0,0.0,29.0,0.0,24.0,2.0
03a7662e,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
03aa060a,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0
03aa82cb,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0
03ab59d3,5.0,11.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,21.0,4.0
03ae1796,5.0,0.0,1.0,0.0,0.0,0.0,2.0,19.0,0.0,46.0,6.0
03ae7227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
03af5596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
03b30b1a,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
03b3aa5c,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,17.0,2.0
03b6cecb,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
03b7f5bb,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,7.0,3.0
03b7f931,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,22.0,2.0
03b999c7,19.0,24.0,5.0,1.0,52.0,0.0,16.0,38.0,2.0,237.0,32.0
03bb6dc9,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0
03bcd854,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
03bd1506,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
03bfba07,12.0,16.0,5.0,2.0,20.0,0.0,18.0,2.0,4.0,74.0,18.0
03c2b5c1,31.0,18.0,9.0,3.0,18.0,2.0,21.0,16.0,0.0,183.0,24.0
03c2b649,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,34.0,4.0
03c2bb80,5.0,7.0,0.0,0.0,4.0,0.0,10.0,19.0,0.0,71.0,2.0
03c58152,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
