person,Frecuencia
0a2cfbe5,Nunca
0a2e8e0a,Nunca
0a2efad6,Esporadico
0a2f9872,Frecuente
0a302d69,Nunca
0a310c1f,Nunca
0a32ef30,Nunca
0a334bfb,Nunca
0a38ba8c,Nunca
0a390749,Frecuente
0a392a70,Nunca
0a396721,Nunca
0a3a754c,Frecuente
0a3c96b6,Nunca
0a3d7c82,Nunca
0a3f6017,Nunca
0a4359fd,Nunca
0a446067,Nunca
0a48cc5f,Nunca
0a4df35c,Nunca
0a52beaa,Nunca
0a541da1,Nunca
0a5500f7,Nunca
0a56042e,Nunca
0a5879fc,Esporadico
0a589e54,Nunca
0a59b83f,Frecuente
0a5a08de,Nunca
0a5c0f85,Nunca
0a5c3448,Nunca
0a5d63bb,Frecuente
0a5fdca0,Nunca
0a602f40,Nunca
0a62e820,Esporadico
0a68db07,Frecuente
0a691b1d,Nunca
0a6db7e1,Nunca
0a6f70c0,Nunca
0a726998,Nunca
0a7278b6,Esporadico
0a7349eb,Nunca
0a742f6b,Nunca
0a74a0e8,Nunca
0a76682c,Nunca
0a78f62b,Nunca
0a79d504,Nunca
0a7b34e8,Nunca
0a7d73ef,Nunca
0a7f35c2,Nunca
0a7fc5d5,Nunca
0a7ffd3b,Esporadico
0a818767,Nunca
0a8396b5,Nunca
0a876d73,Nunca
0a8952b0,Nunca
0a8cd62e,Nunca
0a8cf902,Nunca
0a938014,Nunca
0a96681a,Nunca
0a96b110,Nunca
0a96ba14,Nunca
0a991ffb,Esporadico
0a9b1aea,Nunca
0aa2b925,Nunca
0aa3be5b,Nunca
0aa42a59,Nunca
0aa463a0,Casi nunca
0aa51910,Nunca
0aa540b1,Nunca
0aa7a825,Nunca
0aa97722,Nunca
0aac3579,Nunca
0aacf315,Frecuente
0aae264c,Nunca
0aae4632,Nunca
0ab18c72,Nunca
0ab19ebb,Nunca
0ab2a870,Nunca
0ab53692,Nunca
0ab5b77a,Nunca
0ab67196,Casi nunca
0ab7ba4c,Nunca
0ab8071c,Nunca
0ab9f8a6,Nunca
0abaabba,Nunca
0abaed3a,Nunca
0ac0f00c,Esporadico
0ac4ae0a,Nunca
0ac5114a,Nunca
0ac6f80c,Nunca
0acab653,Nunca
0acb0dd8,Nunca
0acd4c31,Nunca
0acd4cfa,Nunca
0acdf8c1,Frecuente
0ace1b4c,Nunca
0ad0cd8a,Nunca
0ad3284a,Nunca
0ad72deb,Nunca
0ad7f566,Nunca
0ad863d9,Nunca
0ada2f89,Casi nunca
0ae0017b,Esporadico
0ae53d0d,Nunca
0ae6e81d,Nunca
0ae7030e,Nunca
0ae7d311,Casi nunca
0ae8135d,Frecuente
0ae82bdd,Nunca
0ae8e76b,Nunca
0aea8c31,Nunca
0aec3c89,Nunca
0aed974d,Nunca
0aeea846,Nunca
0af117af,Nunca
0af3f1f1,Nunca
0af44b4e,Casi nunca
0af65575,Nunca
0af76a43,Nunca
0afaf28d,Nunca
0afba239,Nunca
0aff575b,Nunca
0b006825,Nunca
0b02b868,Nunca
0b04d58b,Nunca
0b0577c3,Nunca
0b0c8c25,Nunca
0b12e0b1,Nunca
0b12fc77,Nunca
0b1429da,Nunca
0b14fed7,Nunca
0b16e185,Nunca
0b187bda,Nunca
0b18cf12,Nunca
0b1a51e3,Nunca
0b1a56d1,Nunca
0b22d4ea,Nunca
0b24a231,Nunca
0b273f4a,Nunca
0b296376,Nunca
0b2e2100,Esporadico
0b305d74,Nunca
0b30e00a,Nunca
0b31046d,Nunca
0b331e66,Nunca
0b3402ff,Nunca
0b3519eb,Nunca
0b368913,Nunca
0b38b38b,Nunca
0b393f2d,Nunca
0b3a6034,Nunca
0b3bbfa4,Esporadico
0b3bf808,Nunca
0b40a4ca,Nunca
0b4341bb,Nunca
0b482f87,Nunca
0b498f41,Nunca
0b49d110,Nunca
0b4c7178,Nunca
0b4c87e0,Nunca
0b4e4515,Nunca
0b4eb837,Nunca
0b4ebf88,Nunca
0b513259,Nunca
0b534c3c,Nunca
0b544b65,Nunca
0b54d2aa,Nunca
0b5b446e,Nunca
0b5d9257,Nunca
0b5f90b2,Nunca
0b6362c8,Nunca
0b63edae,Nunca
0b67541e,Nunca
0b6774d3,Casi nunca
0b68d8fe,Nunca
0b6aefdc,Esporadico
0b6e513f,Nunca
0b6ef3d1,Nunca
0b703d67,Nunca
0b704cee,Nunca
0b7177ad,Nunca
0b71bc3d,Nunca
0b767e6f,Nunca
0b776a73,Nunca
0b777bb8,Nunca
0b7a3edd,Nunca
0b7bef73,Nunca
0b7efe35,Nunca
0b800e76,Nunca
0b811e00,Nunca
0b8157ab,Nunca
0b8460ef,Esporadico
0b859654,Nunca
0b885969,Nunca
0b8944d9,Nunca
0b8f5734,Nunca
0b91b6d6,Frecuente
0b928b3d,Nunca
0b92985c,Nunca
0b92f190,Nunca
0b947f5b,Nunca
0b973a8d,Nunca
0b98a347,Nunca
0b9927b4,Nunca
0b994061,Nunca
0b9ae2dc,Nunca
0b9bb6bb,Nunca
0b9c388f,Nunca
0b9d0598,Nunca
0b9d1285,Esporadico
0b9e0132,Frecuente
0ba4dc08,Nunca
0ba4e604,Nunca
0ba4ea48,Nunca
0ba55641,Frecuente
0baa7b0c,Nunca
0bafb7ee,Nunca
0bb37f6a,Nunca
0bb45ffd,Esporadico
0bb61741,Nunca
0bba4c68,Nunca
0bbc2081,Nunca
0bc19d01,Nunca
0bc4ce93,Nunca
0bc944a3,Nunca
0bcb6925,Nunca
0bcc3c80,Nunca
0bccc9fa,Nunca
0bcd837e,Nunca
0bcf03c1,Esporadico
0bd076f9,Nunca
0bd08e68,Nunca
0bd09c43,Frecuente
0bd39e8e,Nunca
0bd61a21,Nunca
0bdabe42,Nunca
0be079da,Nunca
0be375bf,Nunca
0be3f5e5,Esporadico
0be40a8e,Nunca
0be4ca58,Nunca
0be7712b,Nunca
0be7d7cf,Esporadico
0be95771,Nunca
0bf06590,Nunca
0bf0c226,Frecuente
0bf0f4b8,Nunca
0bf201ce,Nunca
0bf4c2c5,Nunca
0bfd1f23,Nunca
0bfd7cb2,Nunca
0bfdedd7,Esporadico
0c007229,Nunca
0c00b65b,Nunca
0c00db19,Nunca
0c00dc08,Nunca
0c017f77,Nunca
0c01c297,Nunca
0c02eff2,Esporadico
0c051b54,Nunca
0c0580c3,Nunca
0c0641b3,Nunca
0c0c0d53,Nunca
0c0cd9db,Nunca
0c0ef200,Casi nunca
0c1105ed,Nunca
0c118b5a,Frecuente
0c13d6b0,Nunca
0c143e4b,Nunca
0c1a5105,Nunca
0c1c6a9d,Nunca
0c20e5f7,Nunca
0c25fbec,Nunca
0c26d732,Nunca
0c27b8a4,Nunca
0c285c5b,Frecuente
0c304998,Nunca
0c31095e,Nunca
0c314f12,Nunca
0c33283e,Nunca
0c352a3c,Nunca
0c371de2,Nunca
0c3a520b,Nunca
0c3d70ee,Nunca
0c3f732f,Nunca
0c3fb871,Frecuente
0c409b3e,Nunca
0c4aa321,Nunca
0c4c7a5b,Nunca
0c4f0376,Nunca
0c506038,Nunca
0c55d921,Nunca
0c588686,Frecuente
0c5d20b7,Nunca
0c5e4707,Nunca
0c64525d,Casi nunca
0c6b7fd4,Nunca
0c734fb1,Nunca
0c77d0ed,Nunca
0c785882,Nunca
0c798137,Nunca
0c7d0d74,Nunca
0c839c59,Nunca
0c86c647,Nunca
0c87392a,Nunca
0c8a6a10,Nunca
0c8c5c94,Nunca
0c8da283,Nunca
0c8db2e0,Nunca
0c90b3c1,Nunca
0c940daa,Nunca
0c94810b,Nunca
0c94bcb9,Nunca
0c96249b,Nunca
0c96825c,Nunca
0c9747ae,Nunca
0c987c6d,Frecuente
0c9a1b5d,Nunca
0c9d90d6,Nunca
0c9fc253,Nunca
0ca07f08,Nunca
0ca744be,Nunca
0ca8ef24,Casi nunca
0cac940b,Nunca
0cb03b51,Nunca
0cb6ede0,Nunca
0cb7279c,Nunca
0cb74526,Nunca
0cb75203,Nunca
0cba4d1f,Nunca
0cbacdc1,Nunca
0cbb9152,Nunca
0cbfded8,Nunca
0cc2b600,Nunca
0cc86d33,Nunca
0ccf8030,Nunca
0cd4ddf5,Nunca
0cd518e1,Nunca
0cd5f510,Nunca
0cd5ff44,Nunca
0cd75d0d,Nunca
0cd9549e,Nunca
0cdb1b24,Esporadico
0ce04737,Frecuente
0ce07eb5,Nunca
0ce26294,Esporadico
0ce27dbd,Nunca
0ce50d9c,Esporadico
0cea3b63,Nunca
0ceb448c,Nunca
0cee609b,Esporadico
0ceeb6e2,Nunca
0cef22a6,Nunca
0cef9a6d,Frecuente
0cf3d987,Casi nunca
0cf3f9af,Nunca
0cfb7ff7,Nunca
0cfe987a,Nunca
0cffd1be,Casi nunca
0d011dc9,Nunca
0d050b07,Nunca
0d079711,Nunca
0d0c5ccd,Nunca
0d0cfd55,Nunca
0d0ddc58,Nunca
0d0ef8b6,Nunca
0d13faa5,Nunca
0d14c834,Nunca
0d17c853,Nunca
0d17cea3,Esporadico
0d17ed80,Nunca
0d182403,Nunca
0d19f990,Nunca
0d204f2b,Nunca
0d22c55f,Nunca
0d247226,Nunca
0d24d6ad,Nunca
0d25019c,Nunca
0d260083,Nunca
0d280eb7,Nunca
0d2c649f,Nunca
0d2f0733,Nunca
0d329833,Nunca
0d34af6e,Nunca
0d35055e,Nunca
0d35538d,Nunca
0d3607ab,Nunca
0d373bf6,Nunca
0d37e5c5,Nunca
0d3a72eb,Nunca
0d3a88af,Nunca
0d3ed0d0,Nunca
0d3ed279,Frecuente
0d411cd0,Esporadico
0d42d0ce,Nunca
0d43b999,Esporadico
0d445e99,Nunca
0d45862f,Nunca
0d472a66,Nunca
0d48d41e,Nunca
0d491a97,Frecuente
0d49a9ed,Nunca
0d4aba2d,Nunca
0d4d220e,Nunca
0d4d2645,Nunca
0d4d6f74,Nunca
0d4f05d7,Frecuente
0d4ff378,Nunca
0d5159e4,Nunca
0d52a950,Esporadico
0d531147,Nunca
0d540e26,Nunca
0d57e70a,Nunca
0d5948e9,Nunca
0d5dab6f,Nunca
0d5eb518,Nunca
0d5ed234,Nunca
0d5f66ed,Nunca
0d677e8a,Nunca
0d68d38e,Frecuente
0d6d3188,Nunca
0d702294,Nunca
0d741016,Nunca
0d778481,Esporadico
0d784c97,Nunca
0d7ea11e,Nunca
0d7f5b7a,Nunca
0d800ae7,Nunca
0d80151c,Nunca
0d807f42,Esporadico
0d80991e,Nunca
0d832977,Nunca
0d859602,Nunca
0d8763bd,Nunca
0d87991e,Nunca
0d87b81e,Nunca
0d8f531e,Nunca
0d96eee9,Nunca
0d972598,Nunca
0d9ba914,Nunca
0d9c997e,Nunca
0d9fc649,Nunca
0da1a9e1,Nunca
0da2a2e1,Nunca
0da5ecfc,Frecuente
0da88bcc,Nunca
0dad8359,Nunca
0dad8ce0,Nunca
0db07b6d,Nunca
0db09425,Nunca
0db1471f,Nunca
0db78b05,Nunca
0db8d1ed,Nunca
0db9efca,Frecuente
0dba3095,Frecuente
0dbcf50c,Casi nunca
0dbd8428,Nunca
0dbed274,Nunca
0dc38893,Nunca
0dc3ecb0,Nunca
0dc65a13,Nunca
0dc7138f,Nunca
0dcccdff,Nunca
0dd095e2,Casi nunca
0dd9caa8,Nunca
0de2ef8e,Nunca
0de4d77f,Nunca
0de7b2e9,Nunca
0de7e638,Nunca
0de7eb87,Nunca
0de84249,Esporadico
0deca08d,Nunca
0deed6ff,Nunca
0df4bb35,Nunca
0df5078e,Nunca
0df94b23,Nunca
0dfb1369,Nunca
0dfca958,Nunca
0dfd8e90,Nunca
0dff1cec,Nunca
0e00f12f,Nunca
0e0679ba,Nunca
0e080005,Nunca
0e085e1a,Nunca
0e08a403,Nunca
0e08e1d1,Nunca
0e0b4547,Nunca
0e14d5c3,Nunca
0e14eefa,Frecuente
0e16acfc,Nunca
0e16d741,Nunca
0e1986ba,Nunca
0e1d7ee4,Nunca
0e1f3b59,Nunca
0e226c87,Nunca
0e23837e,Nunca
0e23b2a3,Nunca
0e258167,Nunca
0e295dfd,Nunca
0e2bb2be,Nunca
0e2dfb1d,Nunca
0e2fb10e,Nunca
0e301774,Nunca
0e31a854,Nunca
0e33dc2a,Nunca
0e33ea8a,Nunca
0e35107b,Nunca
0e35663d,Nunca
0e362b6b,Nunca
0e37ca14,Nunca
0e383277,Nunca
0e3c91a6,Nunca
0e410ced,Frecuente
0e4227a0,Nunca
0e43f95a,Frecuente
0e4687b8,Nunca
0e4b3cc7,Nunca
0e519460,Nunca
0e532395,Esporadico
0e5571fe,Esporadico
0e570259,Nunca
0e5b6c3c,Nunca
0e5c5ee8,Nunca
0e5d2067,Nunca
0e5df472,Frecuente
0e6294a6,Nunca
0e64c235,Nunca
0e65ac2f,Nunca
0e6da2bd,Nunca
0e6f79e1,Nunca
0e738801,Nunca
0e77a3a8,Nunca
0e7854b4,Nunca
0e79007c,Nunca
0e7951ea,Nunca
0e7ecc96,Nunca
0e8091a8,Nunca
0e80f262,Nunca
0e8244bd,Nunca
0e836438,Nunca
0e865ade,Nunca
0e86c215,Nunca
0e873f64,Nunca
0e887478,Nunca
0e900f11,Nunca
0e99af24,Nunca
0e9bd02e,Nunca
0e9c7a1f,Nunca
0e9d0ae2,Nunca
0ea0c433,Nunca
0ea23546,Esporadico
0ea26832,Nunca
0ea34765,Nunca
0ea39588,Nunca
0ea56104,Esporadico
0ea76c79,Nunca
0ea83176,Nunca
0eadc635,Frecuente
0eaebe2c,Nunca
0eafc1be,Nunca
0eafca96,Nunca
0eb1161a,Nunca
0eb4b5b8,Nunca
0eb715ae,Nunca
0eb95ecf,Nunca
0ebb735b,Nunca
0ebbb5e9,Nunca
0ebd6b81,Nunca
0ebd6eb8,Nunca
0ec10b2a,Nunca
0ec167b9,Nunca
0ec2cefe,Nunca
0ec3748a,Nunca
0ec7c2da,Nunca
0ec7d7ab,Nunca
0ec82c43,Nunca
0ec96f03,Frecuente
0eca7ed3,Nunca
0ecc2970,Nunca
0ecc5443,Nunca
0ece1108,Nunca
0ecfca50,Nunca
0ed38361,Nunca
0edc1d54,Nunca
0edd368a,Nunca
0edd46e4,Nunca
0ede7a66,Nunca
0edf4c51,Nunca
0edf4cc5,Nunca
0ee2cb99,Nunca
0ee30f8a,Esporadico
0ee4ad13,Nunca
0ee4c3de,Esporadico
0ee8446f,Nunca
0ee8ea57,Nunca
0ef0abaf,Casi nunca
0ef4118a,Nunca
0ef4168f,Esporadico
0ef60aef,Nunca
0ef7f297,Nunca
0ef8e2a8,Nunca
0ef8e58a,Nunca
0efa4369,Nunca
0efa6876,Nunca
0efa95ca,Nunca
0efbfd42,Nunca
0efca388,Nunca
0f013dcd,Nunca
0f018135,Nunca
0f067145,Nunca
0f0d02e6,Nunca
0f0e1c96,Nunca
0f0e95a2,Nunca
0f148a1d,Nunca
0f18f196,Esporadico
0f19eafe,Nunca
0f1f1f7b,Nunca
0f1f23a4,Nunca
0f1f714b,Nunca
0f1fbf1b,Nunca
0f21cd25,Nunca
0f21ffa2,Nunca
0f23a949,Nunca
0f252d11,Nunca
0f256de9,Esporadico
0f2d97d4,Nunca
0f308ca7,Nunca
0f309405,Nunca
0f312684,Nunca
0f327bfd,Nunca
0f3734c6,Nunca
0f38d53f,Nunca
0f3aa415,Nunca
0f3c3c47,Nunca
0f3e24e6,Frecuente
0f400871,Nunca
0f428318,Nunca
0f42e113,Nunca
0f4603d4,Nunca
0f49538c,Nunca
0f4c1d4c,Esporadico
0f4e3285,Nunca
0f4e5325,Nunca
0f4eb377,Casi nunca
0f4f1b93,Nunca
0f5076d0,Nunca
0f5263ba,Nunca
0f5326d6,Nunca
0f5394a4,Nunca
0f5576b2,Nunca
0f596c4c,Nunca
0f59a49a,Nunca
0f59b919,Nunca
0f5b9542,Nunca
0f5c4ffd,Nunca
0f5caeb3,Nunca
0f5dbb06,Nunca
0f5f453f,Nunca
0f61ce74,Nunca
0f633db3,Frecuente
0f63a1ce,Nunca
0f660f6e,Esporadico
0f6642da,Nunca
0f6672f6,Nunca
0f66bb8d,Nunca
0f67b2ee,Nunca
0f6b58f3,Nunca
0f6c7452,Frecuente
0f6c8a17,Nunca
0f6c95b0,Nunca
0f704600,Nunca
0f70f631,Nunca
0f728ecb,Nunca
0f73a67c,Nunca
0f73cf75,Nunca
0f788a63,Nunca
0f790d4b,Nunca
0f7a6eb9,Nunca
0f7c77cc,Nunca
0f7e677e,Esporadico
0f824660,Nunca
0f82e0bd,Nunca
0f836fad,Nunca
0f837864,Nunca
0f83b95f,Nunca
0f848d6a,Nunca
0f856dbb,Nunca
0f8adc16,Nunca
0f8ec611,Nunca
0f8f4d22,Frecuente
0f902c1c,Nunca
0f90567b,Nunca
0f92ecc7,Nunca
0f943574,Nunca
0f955fdf,Nunca
0f9593b8,Nunca
0f95f80d,Nunca
0f9d51be,Nunca
0f9e78a4,Nunca
0f9fc484,Nunca
0fa53195,Casi nunca
0fab326a,Nunca
0fad2e0e,Nunca
0fb2aab1,Esporadico
0fb43918,Nunca
0fb55939,Nunca
0fb694d8,Nunca
0fb6b4d1,Frecuente
0fb906c2,Nunca
0fbcb259,Nunca
0fbf429b,Nunca
0fc1c796,Nunca
0fc30759,Nunca
0fc35fe5,Nunca
0fc5f233,Nunca
0fc6c79d,Nunca
0fc848cd,Nunca
0fd1005a,Nunca
0fd5614b,Nunca
0fd7ba4a,Nunca
0fd9c628,Nunca
0fd9e6a2,Nunca
0fdddbbb,Nunca
0fe1bad4,Nunca
0fe5b0f4,Nunca
0fe5d58d,Nunca
0fe9f461,Nunca
0fed7326,Nunca
0fee480f,Casi nunca
0ff0174a,Frecuente
0ff0c103,Nunca
0ff3418a,Nunca
0ff34fc1,Nunca
0ff52214,Nunca
0ff68696,Nunca
10015bdb,Nunca
100171ff,Nunca
1001ca01,Nunca
1001fb81,Frecuente
1003b1b3,Nunca
1003d683,Nunca
1005c4e6,Esporadico
100f5722,Nunca
100fbe44,Nunca
100ff712,Nunca
1010bade,Esporadico
1012c423,Nunca
1016c834,Nunca
1018e030,Frecuente
101a9000,Nunca
101bc5f6,Nunca
101bddda,Nunca
101c4c0e,Nunca
101db800,Nunca
101f783a,Nunca
10201d8f,Nunca
10206a98,Nunca
102123b4,Nunca
1026ef88,Nunca
10275431,Nunca
10297297,Nunca
102a4edf,Esporadico
102b0d72,Nunca
102c5ed5,Nunca
102c7293,Nunca
102ebc85,Esporadico
102f402d,Nunca
10313753,Nunca
1032896c,Nunca
1032c6d2,Nunca
1033c7f1,Nunca
103ad5ee,Nunca
103f8ba1,Nunca
103fe4b6,Nunca
104090c6,Nunca
104496fc,Nunca
104502b3,Esporadico
10458e8a,Nunca
10460860,Nunca
1049c17f,Esporadico
104c95db,Nunca
104ea584,Casi nunca
1050ddd0,Nunca
105566dd,Nunca
1055cca5,Frecuente
1056c482,Nunca
105b9493,Casi nunca
105d57b2,Nunca
1060e3a4,Nunca
1063951f,Nunca
1063fd61,Nunca
10649bed,Nunca
1066f277,Nunca
1067e372,Casi nunca
1069a550,Nunca
106b022f,Nunca
106e119c,Nunca
106eb958,Nunca
1070bca3,Nunca
1071cce6,Nunca
107402b6,Esporadico
1074bfe5,Esporadico
1076b06c,Nunca
1078f63c,Nunca
107a343d,Nunca
107a4f68,Nunca
107ae006,Nunca
107ff817,Nunca
10810fed,Nunca
10834c7d,Esporadico
1084b2e9,Nunca
1086d0d7,Nunca
1086d8f1,Nunca
10871bbb,Frecuente
1087604c,Nunca
10895fab,Nunca
108a4ffa,Nunca
108baad9,Nunca
108c813b,Nunca
108caf2c,Nunca
108e7303,Nunca
108fc620,Nunca
1090c825,Nunca
10911693,Nunca
10924060,Esporadico
10986c83,Nunca
10987a63,Nunca
109993c1,Nunca
109ca03a,Nunca
109f34eb,Nunca
10a1ebe1,Esporadico
10a3e0a0,Nunca
10a420a7,Nunca
10a52448,Nunca
10a596e5,Nunca
10a6856d,Nunca
10a6d24a,Nunca
10a7bcf0,Nunca
10a7f5e5,Nunca
10a81b9e,Nunca
10a8a597,Nunca
10ab514a,Nunca
10afcd22,Nunca
10b2e757,Nunca
10b4dcfb,Nunca
10b74a5c,Nunca
10b78449,Nunca
10b898c3,Nunca
10b92a6c,Nunca
10b9b93a,Nunca
10ba1481,Nunca
10bab9d5,Nunca
10baf969,Nunca
10bafefd,Nunca
10bbcbd4,Nunca
10bde223,Nunca
10bdff16,Frecuente
10bf3d38,Nunca
10c4a037,Nunca
10c4e713,Nunca
10c578c3,Frecuente
10c64654,Nunca
10c67dc1,Nunca
10c7c108,Nunca
10c7d35d,Nunca
10c80d84,Nunca
10c9549f,Nunca
10c9c105,Nunca
10cafd5d,Nunca
10ccf1af,Esporadico
10ce7929,Esporadico
10d19041,Nunca
10d5f40f,Nunca
10d79571,Frecuente
10d8c304,Nunca
10dc5a57,Nunca
10df5654,Nunca
10df77b3,Nunca
10e20515,Nunca
10e34c40,Nunca
10e4cbea,Nunca
10e74fd1,Nunca
10e9600d,Nunca
10eb73e8,Esporadico
10eda78a,Nunca
10edb246,Nunca
10f4fbd6,Nunca
10f73ec5,Nunca
10fd5f90,Nunca
10fff09e,Frecuente
11007ddf,Nunca
1105e6e4,Casi nunca
1106a492,Nunca
1107eb33,Nunca
110908b6,Nunca
110a376c,Nunca
110a48fe,Nunca
110a5d7b,Nunca
110ead63,Frecuente
111379b0,Nunca
1115d6b4,Nunca
111792ad,Nunca
111a0f98,Nunca
111ac3c5,Nunca
111acd1b,Nunca
111d4242,Casi nunca
111e1be6,Nunca
111fa39a,Frecuente
11204f25,Nunca
11210689,Nunca
11259db2,Frecuente
112846e0,Frecuente
112a5fef,Nunca
112dc4d0,Nunca
11310cbb,Nunca
11310eda,Nunca
11311a0d,Nunca
1136497b,Nunca
11365865,Nunca
1136bc2c,Frecuente
11387a2a,Nunca
113c1e9f,Nunca
113e002f,Nunca
114353ec,Nunca
1143ae3a,Nunca
114ae7e2,Nunca
114b2875,Nunca
114c595e,Nunca
114c81fb,Nunca
114f8401,Nunca
115403f4,Nunca
11545942,Nunca
1154afaf,Nunca
1154e325,Nunca
1155b90e,Nunca
1157b0eb,Frecuente
115ccf5d,Nunca
115fba99,Nunca
116851fe,Esporadico
11694101,Nunca
116d247b,Nunca
11706c6b,Nunca
11725733,Nunca
117441a2,Nunca
11767781,Casi nunca
11792123,Nunca
1179b63f,Nunca
117a6523,Nunca
117d4f0c,Nunca
117f259d,Nunca
117f5524,Nunca
1182c372,Nunca
1182db3a,Nunca
1183a567,Nunca
1183ca45,Nunca
11847ae5,Nunca
1186fa7c,Nunca
11898a80,Nunca
118dec59,Nunca
11924dfe,Nunca
11932e7d,Nunca
11950603,Nunca
11975640,Nunca
119ad4aa,Nunca
119b44b0,Nunca
119b58c1,Nunca
119baf88,Nunca
119f118c,Nunca
11a0d5b2,Nunca
11a1a467,Nunca
11a7010a,Nunca
11aaf137,Nunca
11ae7dfa,Nunca
11b15fc1,Nunca
11b1b119,Nunca
11b1d217,Nunca
11b3a3b1,Nunca
11b4d13d,Nunca
11b7024e,Nunca
11b7c8b9,Nunca
11bc7bbd,Nunca
11bd9930,Nunca
11bfb1ea,Nunca
11c30212,Frecuente
11c3a5fb,Frecuente
11c52734,Nunca
11c8fde4,Nunca
11cacb49,Nunca
11cce64d,Nunca
11cd0466,Nunca
11cec667,Nunca
11d097ed,Esporadico
11d2a554,Nunca
11d3b473,Nunca
11d464f0,Nunca
11d7273d,Nunca
11db9e17,Nunca
11dcdda1,Nunca
11dfd869,Nunca
11e0e766,Nunca
11e1bf8b,Nunca
11e2f9b6,Nunca
11e3fcc3,Frecuente
11e444ae,Nunca
11e5da3e,Nunca
11e6d47a,Frecuente
11e6e60d,Frecuente
11e6fa50,Nunca
11e7fbb4,Nunca
11e96050,Nunca
11eb4374,Nunca
11eb4c0d,Nunca
11ebd529,Nunca
11ec0c7f,Frecuente
11ee8659,Nunca
11f374e4,Nunca
11f4112d,Nunca
11f964d2,Nunca
1201609e,Nunca
12062c87,Nunca
1209ce09,Nunca
120d18a9,Casi nunca
120d2e80,Nunca
1210da5d,Nunca
12112447,Nunca
121478bc,Nunca
121a5e73,Nunca
121bdce1,Casi nunca
121ccfa7,Nunca
121e1247,Nunca
12226507,Nunca
1223e7d3,Nunca
1227745f,Nunca
1230801a,Nunca
12331f89,Nunca
1235e53a,Nunca
12381f34,Nunca
123848e4,Esporadico
123a3531,Nunca
123e6920,Esporadico
123fde23,Frecuente
124016f7,Nunca
12427ab2,Nunca
124388b6,Nunca
12450001,Nunca
124538c0,Nunca
1247bd8b,Nunca
124936a3,Nunca
124bb6db,Nunca
124ffbce,Nunca
12511bec,Frecuente
12517ea7,Nunca
12525a95,Frecuente
12529b31,Nunca
12539c5e,Nunca
1253f42a,Nunca
1254aa9c,Nunca
1256e9ef,Nunca
1257e31a,Frecuente
125b4a32,Nunca
125b5db6,Nunca
125b90e2,Nunca
125d4a36,Nunca
125e70a4,Nunca
125eecae,Nunca
1260ff19,Nunca
1261a339,Nunca
1264572d,Nunca
126502e5,Nunca
1267a6b0,Nunca
126b5096,Nunca
127018aa,Nunca
12747dae,Nunca
127560be,Esporadico
1277e67d,Nunca
1278cdde,Nunca
127943ec,Nunca
1279bda8,Nunca
1279eb7d,Nunca
127aee77,Nunca
127b811f,Nunca
127bdef1,Nunca
127d042d,Esporadico
12810aa8,Nunca
12811a3c,Nunca
1282a6d3,Esporadico
1282c1fd,Nunca
1285927f,Nunca
12885efc,Casi nunca
1288f270,Esporadico
128951f4,Nunca
128cdb86,Nunca
12901e4c,Nunca
129547ab,Esporadico
12974010,Nunca
1297c787,Nunca
12986e20,Nunca
129e502f,Frecuente
12a1bc57,Nunca
12a1f776,Nunca
12a207b6,Nunca
12a31ede,Nunca
12a3650f,Nunca
12a6a4cd,Nunca
12a9715d,Nunca
12aaa14b,Nunca
12aba4ee,Nunca
12aca694,Nunca
12adba6f,Nunca
12af5db4,Nunca
12b16a4c,Nunca
12b41453,Nunca
12bbd142,Nunca
12bfaa56,Nunca
12c0225e,Frecuente
12c2a6d4,Nunca
12c2fb7b,Nunca
12cb57e5,Nunca
12cd0883,Nunca
12ce4507,Nunca
12cfdb4c,Esporadico
12d0622e,Nunca
12d1ca8e,Nunca
12d1fef2,Nunca
12d435c3,Nunca
12d4cac0,Nunca
12d5f669,Nunca
12d951ea,Frecuente
12db1a76,Nunca
12de4d23,Nunca
12dfed2b,Nunca
12e2b528,Nunca
12e33d8f,Nunca
12e34e2a,Nunca
12eb49ed,Nunca
12ebc9a7,Nunca
12f0c044,Nunca
12f1b8ce,Nunca
12f2e735,Nunca
12f6c689,Nunca
12f8b8b4,Nunca
12f9ba02,Frecuente
12fa13a4,Nunca
12fd1087,Frecuente
12fd8a94,Nunca
13011acd,Nunca
13051a4b,Nunca
130596cb,Nunca
13068c75,Nunca
1307013f,Nunca
1308e947,Nunca
130b5f33,Nunca
130c9d59,Nunca
130e8e5c,Nunca
1319ca13,Nunca
131d32de,Nunca
131ef60f,Nunca
132021a6,Nunca
1321c62f,Esporadico
1323303b,Nunca
1329b653,Nunca
1329ee05,Nunca
132ad7d2,Nunca
132f1394,Nunca
132f5ea5,Nunca
13306012,Nunca
1339cd9c,Nunca
133ca329,Nunca
133d0ef9,Nunca
133eab71,Esporadico
133eefbf,Nunca
133f928b,Nunca
13430d03,Esporadico
13448706,Frecuente
134a6251,Nunca
134a6770,Frecuente
134c4aaf,Nunca
134cc999,Casi nunca
134eb081,Nunca
134ece02,Nunca
1350f530,Nunca
1351d590,Nunca
13587a1e,Nunca
1358fec9,Nunca
1359f500,Nunca
135b27b1,Nunca
135ff53c,Nunca
1360d072,Nunca
1366239f,Nunca
13676e7b,Nunca
136788ab,Nunca
13689ef2,Nunca
13698a29,Nunca
136c6d07,Nunca
