person,Frecuencia_Casi_nunca,Frecuencia_Esporadico,Frecuencia_Frecuente,Frecuencia_Nunca
06c0a0d5,0,0,0,1
06c0db23,0,0,0,1
06c1e159,0,0,1,0
06c1fbb3,0,0,1,0
06c4d812,0,0,0,1
06c5a2ff,0,0,0,1
06c6384c,0,0,0,1
06c929c1,0,0,0,1
06caa05f,0,0,0,1
06cd617a,0,0,0,1
06cdc70f,0,0,0,1
06cea49d,0,0,0,1
06cea6ea,0,0,0,1
06d1d6c5,0,0,0,1
06d1dcaa,0,0,0,1
06d322d3,0,0,0,1
06d3a74d,0,0,1,0
06d450a7,0,1,0,0
06d54c8f,0,0,0,1
06d72f24,0,0,0,1
06d8c28c,0,0,0,1
06db4ca8,0,0,0,1
06dcde6c,0,0,0,1
06df0741,0,0,0,1
06df5403,0,0,0,1
06e43b24,0,0,0,1
06e4b8c8,0,0,0,1
06e55267,0,0,0,1
06e6349b,0,0,0,1
06ea2c68,0,0,0,1
06ed04d6,1,0,0,0
06eeb3e7,0,1,0,0
06ef2afb,0,0,0,1
06f206fe,0,0,0,1
06f39a3e,0,0,0,1
06f41e53,0,0,0,1
06f65cf4,0,0,0,1
06f6975e,0,0,0,1
06f953fe,0,0,0,1
06f9b57a,0,1,0,0
06fba151,0,0,0,1
06fcbc94,0,0,0,1
07082868,0,0,0,1
0709b7b5,0,0,0,1
070b29c0,0,0,0,1
070e6622,0,0,0,1
070e8c97,0,0,0,1
070f0eff,0,0,0,1
070f9a0b,0,0,0,1
07110547,0,0,0,1
071287f9,0,0,0,1
07129e4c,0,0,0,1
07136e35,0,0,0,1
0717754f,0,0,0,1
0718385a,0,0,0,1
071abc4f,0,0,0,1
071dabb9,0,0,0,1
071e2196,0,1,0,0
071e79e1,0,0,0,1
0720b80e,0,0,0,1
0720d357,0,0,1,0
0721ccda,0,0,0,1
072647a2,0,0,0,1
072a96a1,0,0,0,1
072ec6d2,0,0,0,1
07314959,0,0,0,1
0732ac8c,0,0,0,1
0734d99b,0,0,0,1
073c89dc,0,0,0,1
073cdd36,0,0,0,1
073e697a,0,0,0,1
073fd043,0,0,0,1
07420dec,0,0,0,1
0744ba92,0,1,0,0
074611db,0,0,0,1
07487d3e,0,0,0,1
07535fbd,0,0,0,1
0755e63e,0,0,0,1
0756e3ad,0,0,0,1
07572aeb,0,0,0,1
07578f08,0,0,0,1
075829e4,0,0,0,1
075851dd,0,0,1,0
0758bd0b,0,0,0,1
075b00a8,0,0,0,1
075c5198,0,0,1,0
075e85f8,0,0,0,1
075f8c45,0,0,0,1
07639dc4,0,0,0,1
0763d438,0,0,0,1
0765990d,0,0,0,1
076a4754,0,0,1,0
076b782d,0,0,0,1
076cf4cd,0,0,0,1
076d2903,0,0,0,1
07709f79,0,0,0,1
0773ee15,0,0,0,1
0774872c,0,0,0,1
0776c1f0,0,0,0,1
077ae831,0,0,0,1
077bd29b,0,0,0,1
077cd12c,0,0,0,1
077d3da7,0,0,0,1
077d4d9f,0,0,0,1
077e8564,0,0,0,1
07865fdb,0,0,0,1
07876886,0,0,0,1
07891a0d,0,1,0,0
078baec6,0,0,0,1
078bfbd3,0,0,0,1
07932a1f,0,0,0,1
0794d197,0,0,0,1
079532d3,0,0,0,1
079aeac7,0,0,0,1
079bdbe4,0,0,0,1
07a0af0b,0,0,0,1
07a39f46,0,0,0,1
07a578c6,1,0,0,0
07a60895,0,0,1,0
07a6b774,0,0,0,1
07a7e6be,0,0,0,1
07a887ed,0,0,1,0
07aabe67,0,0,0,1
07ab5c99,0,0,1,0
07ad7c88,0,1,0,0
07aff1c4,0,0,0,1
07b01d56,0,0,0,1
07b0a7a8,0,0,0,1
07b22fcb,0,0,0,1
07b2319f,0,0,0,1
07b331d6,0,0,0,1
07b7487d,0,0,0,1
07b7d242,0,0,1,0
07b89976,0,0,0,1
07b96270,0,0,0,1
07b99a01,0,0,0,1
07b9f8ae,0,0,0,1
07ba73bf,0,0,0,1
07c3a2da,0,0,0,1
07c4624f,0,0,0,1
07c8ebeb,0,0,0,1
07c9beeb,0,0,0,1
07ccd549,0,0,0,1
07cdc12c,1,0,0,0
07cde923,0,1,0,0
07cf3937,0,0,0,1
07d02c79,0,0,0,1
07d0810d,0,0,0,1
07d6e133,0,0,0,1
07d8c1ac,0,0,0,1
07db4e73,0,0,0,1
07dc9451,0,0,0,1
07e10e17,0,0,0,1
07e631f2,0,1,0,0
07e662e9,0,0,0,1
07e69681,0,0,0,1
07e6e71f,0,0,0,1
07e6f8c2,0,0,0,1
07ea5933,0,0,0,1
07eda19a,0,0,0,1
07f04dee,0,0,0,1
07f124fe,0,0,0,1
07f26ce1,0,0,0,1
07f2d434,0,1,0,0
07f40b00,0,0,0,1
07f42646,0,0,1,0
07f42a13,0,0,0,1
07f4c801,0,0,0,1
07f4fec1,0,0,0,1
07f5313a,0,0,0,1
07f748d3,0,0,0,1
07f95437,0,0,0,1
07f97392,0,0,0,1
07f98981,0,0,0,1
07fb82f1,0,0,0,1
07fe25b4,0,0,0,1
07fe9547,0,0,0,1
07fef028,0,0,0,1
0800358e,1,0,0,0
0800bcfb,0,0,0,1
0800f720,0,0,0,1
08033511,0,0,0,1
0803cc15,0,0,0,1
0804633b,0,0,0,1
0806f6c4,0,0,0,1
08081d75,0,0,0,1
080bd4ac,1,0,0,0
080e8db0,0,0,0,1
080fcf1a,0,0,0,1
0810558b,0,0,0,1
0810e03c,0,0,0,1
0811a06c,0,0,0,1
08126279,0,0,0,1
0812bda0,0,1,0,0
08145396,0,0,0,1
081713cb,0,0,0,1
08176776,0,0,0,1
081911b4,0,0,0,1
08193101,0,0,0,1
08198e83,0,0,0,1
08206493,0,0,0,1
08208a49,0,0,0,1
082145a8,0,0,0,1
08245544,0,0,0,1
0824c55d,0,0,0,1
0829b4e1,0,0,0,1
082bd9bd,0,0,0,1
082c80d5,0,0,0,1
0833a0a9,0,0,0,1
083426cc,0,1,0,0
08343c0e,0,0,1,0
083534b6,0,1,0,0
083845b6,0,0,0,1
0838bd47,0,0,0,1
083b3442,0,0,0,1
083b8be7,0,0,1,0
083d5b9a,0,0,0,1
08425e62,0,0,0,1
084482af,0,0,0,1
08462640,0,0,0,1
08463d5b,0,0,0,1
08466048,0,0,0,1
0847c198,0,0,0,1
084839e3,0,0,0,1
084925d5,0,0,0,1
08495405,0,0,0,1
08497626,0,0,0,1
084e26c7,0,0,0,1
084f35c4,0,0,0,1
084f9401,0,0,0,1
08500aef,0,0,0,1
08552b42,0,0,0,1
08554c8b,0,0,0,1
08558ce3,0,0,0,1
08583b1c,0,0,0,1
0858c7dd,0,0,0,1
085ef200,0,0,0,1
08639c4f,0,0,0,1
08683645,0,0,0,1
0869b313,0,0,0,1
086a7c46,0,0,0,1
086b64ea,0,0,0,1
086bfd96,0,0,0,1
0870e4f0,0,0,0,1
0871df62,0,0,0,1
08740886,0,0,0,1
0876cae3,0,0,0,1
087a68e3,0,0,0,1
087d0669,0,1,0,0
087da2e8,0,0,0,1
087de56d,0,0,0,1
087e56be,0,0,0,1
087e6c64,0,0,0,1
087fc8a5,0,0,0,1
08801bfc,0,0,0,1
0880b8e1,0,0,0,1
08837bda,0,0,0,1
0883e978,0,0,0,1
088477ee,0,0,1,0
0885e75e,0,0,0,1
0887367d,0,0,0,1
0889026c,0,0,0,1
088a812a,0,0,0,1
088afb7b,0,0,0,1
088bf9fe,0,0,0,1
088ccfd7,0,0,0,1
088d0558,0,0,0,1
088f10a3,0,0,0,1
0892abe8,0,0,0,1
089563a3,0,0,0,1
08975905,0,0,0,1
0897d00b,0,0,0,1
08991bf9,0,1,0,0
0899e1ff,0,0,0,1
089aeed8,0,1,0,0
089cda86,0,0,0,1
089e36af,0,0,0,1
089eb49b,0,0,0,1
08a60c7c,0,0,0,1
08a6d92f,0,0,0,1
08a82be5,0,0,0,1
08ac8714,0,0,0,1
08ae1a50,0,0,0,1
08ae99c4,0,0,0,1
08b1d536,0,0,1,0
08b4a20d,0,0,0,1
08b803ee,0,0,0,1
08b82d7c,0,0,0,1
08b833d0,0,0,0,1
08b97372,0,0,0,1
08ba841b,0,0,0,1
08ba97a8,0,0,0,1
08babe3f,0,0,0,1
08bbf145,0,0,0,1
08c15659,0,0,0,1
08c2e046,0,0,0,1
08c7d6b9,0,0,0,1
08c9da9e,0,0,0,1
08caae70,0,0,0,1
08caeeb7,0,0,0,1
08cb481e,0,0,0,1
08cba418,0,0,0,1
08cfca98,0,0,0,1
08d02ef7,1,0,0,0
08d0674b,0,0,0,1
08d10353,0,0,0,1
08d18c71,0,1,0,0
08d2d2ee,0,0,0,1
08d35e05,0,0,0,1
08d3ac8a,0,0,0,1
08d3db92,0,0,0,1
08d4ec7b,0,0,0,1
08d6fdf9,0,0,0,1
08d80b59,0,0,1,0
08d8adae,0,0,0,1
08e040a4,0,0,0,1
08e0974b,0,0,0,1
08e0c1c6,0,0,0,1
08e182e9,0,0,0,1
08e3fd0a,0,0,0,1
08e4065d,0,1,0,0
08e616b7,0,0,0,1
08e643c3,0,0,0,1
08ea4ea5,0,0,0,1
08f06435,0,1,0,0
08f1e4b3,0,0,0,1
08f36f9d,0,0,0,1
08f4787b,0,0,0,1
08f737af,0,0,0,1
08f86ef6,0,0,0,1
08f88fb5,0,0,0,1
08f9054d,0,1,0,0
08f9ea70,0,0,0,1
08ff8349,0,0,0,1
0900779d,0,0,0,1
09008386,0,0,0,1
09030d39,0,0,0,1
09039d5a,0,0,0,1
0903f3f8,0,0,0,1
09088303,0,0,0,1
0908f99e,0,0,0,1
0909c350,0,0,0,1
090a998c,0,0,0,1
090e29b6,0,0,0,1
090ef175,0,1,0,0
0914138b,0,0,0,1
0914bd03,0,0,0,1
0916db30,0,0,0,1
09191ecf,0,0,0,1
091987f9,0,0,0,1
091a89ac,0,0,0,1
091d4e3a,0,0,0,1
091f6ce7,0,0,0,1
0924371d,0,0,0,1
09252ee6,0,0,0,1
09257c6b,0,0,0,1
0926f776,0,0,0,1
092979db,0,0,0,1
092db484,0,0,0,1
092e593f,0,0,0,1
09352d1f,0,0,0,1
09372e45,0,0,0,1
093ba2ef,0,0,0,1
093c3834,0,1,0,0
093eeb7a,0,0,0,1
09411787,0,0,0,1
09412658,0,0,0,1
0941359c,0,0,0,1
0943c42e,0,0,0,1
09475401,0,0,0,1
0947f818,0,0,0,1
09487355,0,1,0,0
0949b6a4,0,0,0,1
094c8fdb,0,0,0,1
094fcf0d,0,0,0,1
09557165,0,1,0,0
09581ccf,0,0,0,1
095a98b0,0,0,0,1
095c2666,0,0,0,1
095c5f96,1,0,0,0
095d6adb,0,0,0,1
0960e2d5,0,0,0,1
09625a4f,0,0,0,1
0962d3f9,0,0,0,1
0966f2a3,1,0,0,0
0967f3a4,0,0,0,1
096934ec,0,0,0,1
096bf242,0,0,0,1
096d0dd4,0,0,0,1
096ebe93,0,0,1,0
0971097f,0,0,0,1
0973a1f4,0,0,0,1
0974287a,0,0,0,1
0974c232,0,0,0,1
0976f081,0,0,0,1
09777e7a,0,0,0,1
097826cb,0,0,0,1
09784bd6,0,0,0,1
0978b0d9,0,0,0,1
0978b7b7,0,0,0,1
09793121,0,0,0,1
097a0d5b,0,0,0,1
097a6b80,0,0,0,1
097c939e,0,0,0,1
097cbc1e,0,0,0,1
09833fa3,0,0,0,1
09837117,0,0,0,1
0983c897,0,0,0,1
09848f4e,0,0,0,1
098b319c,0,0,0,1
098bea44,0,1,0,0
098c4338,0,0,1,0
098ece49,0,0,0,1
09921f80,0,0,0,1
0996b69a,0,0,0,1
0996e542,0,0,0,1
0996ef9b,0,0,0,1
0997ea9c,0,0,0,1
09996d10,0,0,0,1
09a458c9,0,0,0,1
09a62e36,0,0,0,1
09a6536f,0,0,0,1
09a78ec5,0,0,0,1
09a98b11,0,0,0,1
09ac3798,0,0,0,1
09acaccb,0,0,0,1
09adf503,0,0,0,1
09aeec33,0,0,0,1
09b0e60b,0,0,0,1
09b24dfd,0,0,0,1
09b43644,0,0,0,1
09b4d769,0,0,0,1
09ba24eb,0,0,0,1
09be0231,0,0,0,1
09c15978,0,0,0,1
09c2d603,0,1,0,0
09c4c6e5,0,0,0,1
09c5914d,0,0,0,1
09c86611,0,0,0,1
09cce7ea,0,0,0,1
09d0b3d9,0,0,0,1
09d0e523,0,0,0,1
09d718cc,0,0,0,1
09d79dd7,0,0,0,1
09d7ddcf,0,0,0,1
09da563f,0,0,0,1
09db6995,0,0,0,1
09dc59af,0,0,0,1
09de733b,0,0,0,1
09e08892,0,0,0,1
09e0db6a,0,0,0,1
09e2bd1a,0,0,0,1
09e4e04b,0,1,0,0
09e532d7,0,0,0,1
09e63ce7,0,0,0,1
09e890f1,0,0,0,1
09ea35c3,0,0,0,1
09eaaffd,0,1,0,0
09eb0cc0,0,0,1,0
09eb8d77,1,0,0,0
09ebd175,0,0,0,1
09ec4159,0,0,0,1
09ee02c4,0,0,0,1
09f26d53,0,0,0,1
09f578ac,0,0,0,1
09f5886d,0,0,0,1
09f63491,0,0,0,1
09f6ec08,0,0,0,1
09fa381f,0,0,0,1
09fa700c,0,0,0,1
09fb112e,0,0,0,1
09fc8084,0,0,0,1
09fdf852,0,0,0,1
09fe5eac,0,0,0,1
0a00ddb7,0,0,0,1
0a036ba6,0,0,0,1
0a03cd69,0,0,0,1
0a0441ff,0,0,0,1
0a04f7c9,0,0,0,1
0a05b988,0,0,0,1
0a0647bc,0,0,0,1
0a09033d,0,0,0,1
0a096974,0,0,0,1
0a09ed37,0,0,0,1
0a0a8e92,0,0,0,1
0a0ba01d,0,0,0,1
0a0e720e,0,0,0,1
0a13de3a,0,0,0,1
0a140739,0,0,0,1
0a19537c,0,0,1,0
0a1991b0,0,0,0,1
0a244119,0,0,0,1
0a244e0b,0,0,0,1
0a24b65b,0,0,0,1
0a262141,0,0,0,1
0a263927,0,0,0,1
0a28383a,0,0,0,1
0a287714,0,0,0,1
0a28dd5e,1,0,0,0
0a2a7401,0,0,1,0
0a2b15f1,0,0,0,1
0a2b91c4,0,0,0,1
0a2bdc5e,1,0,0,0
0a2c03b3,0,0,0,1
0a2cfbe5,0,0,0,1
0a2e8e0a,0,0,0,1
0a2efad6,0,1,0,0
0a2f9872,0,0,1,0
0a302d69,0,0,0,1
0a310c1f,0,0,0,1
0a3152cf,0,0,0,1
0a325e86,0,0,0,1
0a32ef30,0,0,0,1
0a334bfb,0,0,0,1
0a38ba8c,0,0,0,1
0a390749,0,0,1,0
0a392a70,0,0,0,1
0a396721,0,0,0,1
0a3a754c,0,0,1,0
0a3c96b6,0,0,0,1
0a3d7c82,0,0,0,1
0a3eacbb,0,0,0,1
0a3f6017,0,0,0,1
0a4359fd,0,0,0,1
0a446067,0,0,0,1
0a48c7dd,0,0,0,1
0a48cc5f,0,0,0,1
0a4ac2b9,0,0,0,1
0a4df35c,0,0,0,1
0a52beaa,0,0,0,1
0a541da1,0,0,0,1
0a5500f7,0,0,0,1
0a56042e,0,0,0,1
0a5674e3,0,0,0,1
0a5879fc,0,1,0,0
0a589e54,0,0,0,1
0a59b83f,0,0,1,0
0a5a08de,0,0,0,1
0a5c0f85,0,0,0,1
0a5c3448,0,0,0,1
0a5d63bb,0,0,1,0
0a5fdca0,0,0,0,1
0a602f40,0,0,0,1
0a62e820,0,1,0,0
0a68d4b5,0,0,0,1
0a68db07,0,0,1,0
0a691b1d,0,0,0,1
0a6db7e1,0,0,0,1
0a6e141e,0,0,0,1
0a6f70c0,0,0,0,1
0a726998,0,0,0,1
0a7278b6,0,1,0,0
0a7349eb,0,0,0,1
0a742f6b,0,0,0,1
0a74a0e8,0,0,0,1
0a76682c,0,0,0,1
0a78f62b,0,0,0,1
0a79d504,0,0,0,1
0a7b34e8,0,0,0,1
0a7d73ef,0,0,0,1
0a7f35c2,0,0,0,1
0a7fc5d5,0,0,0,1
0a7ffd3b,0,1,0,0
0a818767,0,0,0,1
0a8396b5,0,0,0,1
0a876d73,0,0,0,1
0a8952b0,0,0,0,1
0a8cd62e,0,0,0,1
0a8cf902,0,0,0,1
0a938014,0,0,0,1
0a96681a,0,0,0,1
0a96b110,0,0,0,1
0a96ba14,0,0,0,1
0a991ffb,0,1,0,0
0a9b1aea,0,0,0,1
0aa2b925,0,0,0,1
0aa3be5b,0,0,0,1
0aa42a59,0,0,0,1
0aa463a0,1,0,0,0
0aa51910,0,0,0,1
0aa540b1,0,0,0,1
0aa7a825,0,0,0,1
0aa97722,0,0,0,1
0aac3579,0,0,0,1
0aacf315,0,0,1,0
0aae264c,0,0,0,1
0aae4632,0,0,0,1
0ab18c72,0,0,0,1
0ab19ebb,0,0,0,1
0ab2a870,0,0,0,1
0ab53692,0,0,0,1
0ab5b77a,0,0,0,1
0ab67196,1,0,0,0
0ab7ba4c,0,0,0,1
0ab8071c,0,0,0,1
0ab9f8a6,0,0,0,1
0abaabba,0,0,0,1
0abaed3a,0,0,0,1
0abeae7a,0,0,0,1
0ac0f00c,0,1,0,0
0ac4ae0a,0,0,0,1
0ac5114a,0,0,0,1
0ac629ef,0,0,0,1
0ac6f80c,0,0,0,1
0acab653,0,0,0,1
0acb0dd8,0,0,0,1
0acd4c31,0,0,0,1
0acd4cfa,0,0,0,1
0acdf8c1,0,0,1,0
0ace1b4c,0,0,0,1
0acf6085,0,0,0,1
0ad0cd8a,0,0,0,1
0ad3284a,0,0,0,1
0ad72deb,0,0,0,1
0ad7f566,0,0,0,1
0ad863d9,0,0,0,1
0ada2f89,1,0,0,0
0ae0017b,0,1,0,0
0ae53d0d,0,0,0,1
0ae6e81d,0,0,0,1
0ae7030e,0,0,0,1
0ae7d311,1,0,0,0
0ae8135d,0,0,1,0
0ae82bdd,0,0,0,1
0ae86202,0,0,0,1
0ae8b154,0,0,0,1
0ae8e76b,0,0,0,1
0aea8c31,0,0,0,1
0aeb596a,0,0,0,1
0aec3c89,0,0,0,1
0aed974d,0,0,0,1
0aeea846,0,0,0,1
0af117af,0,0,0,1
0af3f1f1,0,0,0,1
0af42006,0,0,0,1
0af44b4e,1,0,0,0
0af65575,0,0,0,1
0af76a43,0,0,0,1
0afaecc8,0,0,0,1
0afaf28d,0,0,0,1
0afba239,0,0,0,1
0aff575b,0,0,0,1
0b006825,0,0,0,1
0b011869,0,0,0,1
0b02b868,0,0,0,1
0b04d58b,0,0,0,1
0b0577c3,0,0,0,1
0b0c8c25,0,0,0,1
0b12e0b1,0,0,0,1
0b12fc77,0,0,0,1
0b138c53,0,0,0,1
0b13e026,0,0,0,1
0b1429da,0,0,0,1
0b14fed7,0,0,0,1
0b16e185,0,0,0,1
0b187bda,0,0,0,1
0b18bd7d,0,0,0,1
0b18cf12,0,0,0,1
0b1a51e3,0,0,0,1
0b1a56d1,0,0,0,1
0b22d4ea,0,0,0,1
0b24a231,0,0,0,1
0b273f4a,0,0,0,1
0b28e1e6,0,0,0,1
0b296376,0,0,0,1
0b2998c7,0,0,0,1
0b2e2100,0,1,0,0
0b305d74,0,0,0,1
0b30e00a,0,0,0,1
0b31046d,0,0,0,1
0b3109a8,0,0,0,1
0b331e66,0,0,0,1
0b3402ff,0,0,0,1
0b3519eb,0,0,0,1
0b368913,0,0,0,1
0b38b38b,0,0,0,1
0b393f2d,0,0,0,1
0b3a6034,0,0,0,1
0b3bbfa4,0,1,0,0
0b3bf808,0,0,0,1
0b3e6f67,0,0,0,1
0b40a4ca,0,0,0,1
0b4341bb,0,0,0,1
0b482f87,0,0,0,1
0b498f41,0,0,0,1
0b49d110,0,0,0,1
0b4c7178,0,0,0,1
0b4c87e0,0,0,0,1
0b4e4515,0,0,0,1
0b4eb837,0,0,0,1
0b4ebf88,0,0,0,1
0b513259,0,0,0,1
0b52e6c8,0,0,0,1
0b534c3c,0,0,0,1
0b544b65,0,0,0,1
0b54d2aa,0,0,0,1
0b5b446e,0,0,0,1
0b5d9257,0,0,0,1
0b5f90b2,0,0,0,1
0b6362c8,0,0,0,1
0b63edae,0,0,0,1
0b67541e,0,0,0,1
0b6774d3,1,0,0,0
0b68d8fe,0,0,0,1
0b698d37,0,0,0,1
0b6aefdc,0,1,0,0
0b6e513f,0,0,0,1
0b6ef3d1,0,0,0,1
0b703d67,0,0,0,1
0b704cee,0,0,0,1
0b7177ad,0,0,0,1
0b71bc3d,0,0,0,1
0b767e6f,0,0,0,1
0b776a73,0,0,0,1
0b777bb8,0,0,0,1
0b7a3edd,0,0,0,1
0b7bef73,0,0,0,1
0b7efe35,0,0,0,1
0b800e76,0,0,0,1
0b811e00,0,0,0,1
0b8157ab,0,0,0,1
0b8460ef,0,1,0,0
0b859654,0,0,0,1
0b885969,0,0,0,1
0b8944d9,0,0,0,1
0b8e54ed,0,0,0,1
0b8f5734,0,0,0,1
0b906cf5,0,0,0,1
0b91b6d6,0,0,1,0
0b928b3d,0,0,0,1
0b92985c,0,0,0,1
0b92f190,0,0,0,1
0b947f5b,0,0,0,1
0b973a8d,0,0,0,1
0b98a347,0,0,0,1
0b9927b4,0,0,0,1
0b994061,0,0,0,1
0b9a69f1,0,0,0,1
0b9ae2dc,0,0,0,1
0b9bb6bb,0,0,0,1
0b9c388f,0,0,0,1
0b9d0598,0,0,0,1
0b9d1285,0,1,0,0
0b9e0132,0,0,1,0
0ba1b6e2,0,0,0,1
0ba2ac97,0,0,0,1
0ba4dc08,0,0,0,1
0ba4e604,0,0,0,1
0ba4ea48,0,0,0,1
0ba55641,0,0,1,0
0baa083f,0,0,0,1
0baa7b0c,0,0,0,1
0bafb7ee,0,0,0,1
0bb32a91,0,0,0,1
0bb37f6a,0,0,0,1
0bb45ffd,0,1,0,0
0bb60ae3,0,0,0,1
0bb61741,0,0,0,1
0bba4c68,0,0,0,1
0bbc2081,0,0,0,1
0bc19d01,0,0,0,1
0bc4ce93,0,0,0,1
0bc944a3,0,0,0,1
0bcb6925,0,0,0,1
0bcc3c80,0,0,0,1
0bccc9fa,0,0,0,1
0bcd837e,0,0,0,1
0bcf03c1,0,1,0,0
0bd076f9,0,0,0,1
0bd08e68,0,0,0,1
0bd09c43,0,0,1,0
0bd2f756,0,0,0,1
0bd39e8e,0,0,0,1
0bd44989,0,0,0,1
0bd61a21,0,0,0,1
0bdabe42,0,0,0,1
0be079da,0,0,0,1
0be375bf,0,0,0,1
0be3783f,0,0,0,1
0be3f5e5,0,1,0,0
0be40a8e,0,0,0,1
0be4ca58,0,0,0,1
0be7712b,0,0,0,1
0be7d7cf,0,1,0,0
0be95771,0,0,0,1
0bf06590,0,0,0,1
0bf0c226,0,0,1,0
0bf0f4b8,0,0,0,1
0bf201ce,0,0,0,1
0bf4c2c5,0,0,0,1
0bfd1f23,0,0,0,1
0bfd7cb2,0,0,0,1
0bfdedd7,0,1,0,0
0c007229,0,0,0,1
0c00b65b,0,0,0,1
0c00db19,0,0,0,1
0c00dc08,0,0,0,1
0c017f77,0,0,0,1
0c01c297,0,0,0,1
0c02eff2,0,1,0,0
0c051b54,0,0,0,1
0c0580c3,0,0,0,1
0c0641b3,0,0,0,1
0c0c0d53,0,0,0,1
0c0cd9db,0,0,0,1
0c0ef200,1,0,0,0
0c1105ed,0,0,0,1
0c118b5a,0,0,1,0
0c13d6b0,0,0,0,1
0c143e4b,0,0,0,1
0c1a429c,0,0,0,1
0c1a5105,0,0,0,1
0c1c6a9d,0,0,0,1
0c20e5f7,0,0,0,1
0c25fbec,0,0,0,1
0c26d732,0,0,0,1
0c27b8a4,0,0,0,1
0c285c5b,0,0,1,0
0c304998,0,0,0,1
0c31095e,0,0,0,1
0c314f12,0,0,0,1
0c33283e,0,0,0,1
0c352a3c,0,0,0,1
0c371de2,0,0,0,1
0c3a520b,0,0,0,1
0c3d70ee,0,0,0,1
0c3f732f,0,0,0,1
0c3fb871,0,0,1,0
0c409b3e,0,0,0,1
0c4aa321,0,0,0,1
0c4c7a5b,0,0,0,1
0c4f0376,0,0,0,1
0c506038,0,0,0,1
0c53d2f9,0,0,0,1
0c55d921,0,0,0,1
0c583c55,0,0,0,1
0c588686,0,0,1,0
0c5d20b7,0,0,0,1
0c5e4707,0,0,0,1
0c63334c,0,0,0,1
0c64525d,1,0,0,0
0c6b7fd4,0,0,0,1
0c6ee9e5,0,0,0,1
0c734fb1,0,0,0,1
0c761987,0,0,0,1
0c77d0ed,0,0,0,1
0c785882,0,0,0,1
0c798137,0,0,0,1
0c7d0d74,0,0,0,1
0c839c59,0,0,0,1
0c86c647,0,0,0,1
0c87392a,0,0,0,1
0c8a6a10,0,0,0,1
0c8c5c94,0,0,0,1
0c8cab30,0,0,0,1
0c8da283,0,0,0,1
0c8db2e0,0,0,0,1
0c90b3c1,0,0,0,1
0c940daa,0,0,0,1
0c94810b,0,0,0,1
0c94bcb9,0,0,0,1
0c96249b,0,0,0,1
0c962c1c,0,0,0,1
0c96825c,0,0,0,1
0c9747ae,0,0,0,1
0c987c6d,0,0,1,0
0c9a1b5d,0,0,0,1
0c9c79e6,0,0,0,1
0c9d90d6,0,0,0,1
0c9dbbde,0,0,0,1
0c9fc253,0,0,0,1
0ca07f08,0,0,0,1
0ca744be,0,0,0,1
0ca8ef24,1,0,0,0
0cab657b,0,0,0,1
0cac940b,0,0,0,1
0cb03b51,0,0,0,1
0cb6ede0,0,0,0,1
0cb7279c,0,0,0,1
0cb74526,0,0,0,1
0cb75203,0,0,0,1
0cb95aa6,0,0,0,1
0cba4d1f,0,0,0,1
0cbacdc1,0,0,0,1
0cbb9152,0,0,0,1
0cbfded8,0,0,0,1
0cc2b600,0,0,0,1
0cc86d33,0,0,0,1
0ccf8030,0,0,0,1
0cd4ddf5,0,0,0,1
0cd518e1,0,0,0,1
0cd5f510,0,0,0,1
0cd5ff44,0,0,0,1
0cd75d0d,0,0,0,1
0cd9549e,0,0,0,1
0cda20e5,0,0,0,1
0cdb1b24,0,1,0,0
0ce04737,0,0,1,0
0ce07eb5,0,0,0,1
0ce26294,0,1,0,0
0ce27dbd,0,0,0,1
0ce50d9c,0,1,0,0
0cea3b63,0,0,0,1
0ceb448c,0,0,0,1
0cee609b,0,1,0,0
0ceeb6e2,0,0,0,1
0cef22a6,0,0,0,1
0cef9a6d,0,0,1,0
0cf0b96a,0,0,0,1
0cf3d987,1,0,0,0
0cf3f9af,0,0,0,1
0cfb7ff7,0,0,0,1
0cfe987a,0,0,0,1
0cffd1be,1,0,0,0
0d011dc9,0,0,0,1
0d023516,0,0,0,1
0d050b07,0,0,0,1
0d079711,0,0,0,1
0d0ae658,0,0,0,1
0d0c4ff0,0,0,0,1
0d0c5ccd,0,0,0,1
0d0cfd55,0,0,0,1
0d0ddc58,0,0,0,1
0d0ef8b6,0,0,0,1
0d108f2b,0,0,0,1
0d13faa5,0,0,0,1
0d14c834,0,0,0,1
0d17c853,0,0,0,1
0d17cea3,0,1,0,0
0d17ed80,0,0,0,1
0d182403,0,0,0,1
0d19f990,0,0,0,1
0d1af2db,0,0,0,1
0d1c0bae,0,0,0,1
0d204f2b,0,0,0,1
0d22c55f,0,0,0,1
0d247226,0,0,0,1
0d24d6ad,0,0,0,1
0d25019c,0,0,0,1
0d260083,0,0,0,1
0d280eb7,0,0,0,1
0d2c649f,0,0,0,1
0d2f0733,0,0,0,1
0d329833,0,0,0,1
0d34af6e,0,0,0,1
0d35055e,0,0,0,1
0d35538d,0,0,0,1
0d3607ab,0,0,0,1
0d373bf6,0,0,0,1
0d37e5c5,0,0,0,1
0d3a72eb,0,0,0,1
0d3a88af,0,0,0,1
0d3ed0d0,0,0,0,1
0d3ed279,0,0,1,0
0d411cd0,0,1,0,0
0d42d0ce,0,0,0,1
0d43b999,0,1,0,0
0d445e99,0,0,0,1
0d45862f,0,0,0,1
0d472a66,0,0,0,1
0d48d41e,0,0,0,1
0d491a97,0,0,1,0
0d49a9ed,0,0,0,1
0d4aba2d,0,0,0,1
